transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NM_026615,726,902,804,554,712,558,577,860,919,584,1309,825
NM_026613,269,360,297,231,231,234,237,334,523,284,466,311
NM_016866,347,514,431,342,385,342,409,406,518,406,657,451
NM_001033123,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291201,52,0,0,0,0,37,206,52,0,29,38,39
NM_001080820,1100,1011,724,372,637,418,799,623,757,341,815,859
NM_001291203,57,186,154,71,102,73,325,335,216,103,348,324
NM_001291202,51,204,131,91,135,77,366,78,113,86,150,125
NM_001291205,3,2,1,1,2,0,1,0,1,1,5,2
NM_001291204,55,40,53,41,75,0,308,35,40,43,69,56
NM_001291207,67,57,54,0,0,0,0,52,68,0,1,297
NM_024185,591,700,614,485,539,465,559,699,722,466,1153,571
NM_001291209,0,0,0,0,29,0,0,32,0,22,100,0
NM_021426,304,307,209,178,361,317,343,160,242,166,338,298
NM_025516,4291,5174,4799,3598,4195,3580,4209,4398,4943,3126,6449,5128
NM_029723,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289709,74,145,12,93,61,109,111,81,63,11,66,11
NM_016902,220,317,203,249,129,143,255,278,120,186,409,262
NR_040635,0,0,0,0,0,0,0,0,0,0,0,0
NM_024181,4902,6372,5449,3702,4531,4098,4371,4901,5877,3818,6970,5821
NM_026271,1272,1291,1372,1143,1174,1331,1147,1316,1174,1026,2030,1693
NR_035432,1,1,1,1,1,1,1,1,1,1,1,1
NR_035480,0,0,0,0,0,1,1,0,0,1,0,0
NR_106083,0,0,0,0,0,0,0,0,0,0,1,0
NR_106081,0,0,0,0,0,0,0,0,0,0,0,0
NR_106080,0,0,0,0,0,0,0,0,0,0,0,0
NM_026104,0,0,0,0,0,0,0,0,0,0,0,0
NM_198617,308,455,399,268,313,256,314,271,295,211,381,431
NM_001289678,345,379,524,420,573,404,304,332,429,7,342,365
NR_036629,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291200,2103,2460,2261,1677,1817,1642,374,1550,1803,1107,2405,2274
NM_001289677,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111292,253,196,185,144,217,130,258,908,1058,219,310,109
NM_001111291,211,156,147,113,156,112,207,718,850,154,189,72
NM_028521,354,499,423,311,372,319,346,392,409,261,565,432
NM_001276489,13432,13783,12255,8357,10940,9168,12118,12091,11782,11995,22007,12596
NM_025922,592,804,594,497,588,461,563,852,1065,594,1317,725
NM_177610,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164791,3436,3620,2989,2358,3027,2286,2670,2149,2290,1633,3440,3304
NR_102348,0,0,0,0,0,0,0,0,0,0,0,0
NR_102349,0,0,0,0,0,0,0,0,0,0,0,0
NM_153781,2244,2490,2383,2073,2391,2121,2456,2002,2471,1452,2911,2731
NM_001083809,59,205,189,177,39,71,116,45,77,170,111,68
NM_001291206,133,8,11,175,13,219,125,25,266,2,335,8
NM_008980,0,0,0,0,0,0,0,0,0,0,3,0
NM_020515,0,0,0,0,0,0,0,0,0,0,0,0
NM_172860,992,930,873,947,853,772,963,721,618,635,1296,1007
NR_105752,0,0,0,0,1,0,0,0,0,0,0,0
NR_105753,0,0,0,0,0,0,0,0,0,0,0,0
NM_021022,0,0,0,0,0,0,0,5,0,0,8,0
NR_105751,0,0,0,0,0,0,0,0,0,0,0,0
NR_105757,0,0,0,0,0,0,0,0,0,0,0,0
NR_105754,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291208,0,0,0,0,0,0,0,0,0,0,0,0
NM_020283,110,258,170,124,135,127,122,195,241,135,208,225
NR_105758,0,0,0,0,0,0,0,0,0,0,0,0
NR_106155,0,0,0,0,0,0,0,0,0,0,0,0
NM_030055,0,0,0,0,0,0,0,0,0,0,0,0
NR_106156,0,0,0,0,0,0,0,0,0,0,1,0
NM_008019,5391,6189,5124,3768,4975,3906,5090,5808,6931,4355,8671,5750
NM_001289453,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289455,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289454,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289456,0,0,0,0,0,0,0,0,0,0,0,0
NM_138655,0,0,0,0,0,0,0,0,0,0,0,0
NM_028984,0,189,258,0,304,0,0,310,0,196,189,270
NM_028986,837,1069,869,682,779,695,719,761,786,597,1213,980
NM_138651,6024,2588,5771,4390,4830,4925,5303,4357,3932,3243,7693,7217
NM_001284376,0,0,0,0,0,0,0,0,0,0,0,0
NM_007699,0,9,9,10,3,5,8,7,4,2,8,7
NM_001284374,0,0,0,0,0,0,0,0,0,0,0,0
NM_001284373,401,327,456,260,177,157,0,261,266,318,613,245
NM_001284372,317,197,0,81,173,152,0,211,228,261,425,135
NM_001284371,60,55,82,75,38,53,115,58,94,57,113,110
NM_001284370,8,9,0,31,11,39,53,57,64,11,71,49
NM_001081171,2264,2388,1845,1755,1234,1395,1550,3734,5041,1925,7193,1873
NM_145369,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164663,12499,10995,9991,8353,9108,8676,10703,7243,6746,5213,12442,12466
NM_001252573,0,1047,0,0,0,648,0,1,0,23,1165,0
NM_172267,971,1514,785,1116,1162,880,747,635,542,542,2110,1360
NR_029541,0,0,0,0,0,0,0,1,0,0,1,0
NM_010582,211,267,305,246,299,281,344,117,131,97,136,322
NR_029544,0,0,0,0,0,0,0,0,0,0,0,0
NM_010852,0,0,0,0,0,256,246,368,0,0,0,0
NM_001163686,0,0,5,7,0,2,7,0,0,0,0,0
NM_019789,0,0,0,0,0,0,0,0,0,0,0,0
NM_172269,975,986,828,713,815,660,742,791,945,560,1322,925
NM_172268,1589,1653,1352,1184,1373,1148,1353,1450,1661,1134,2618,1812
NM_207206,81,94,114,82,89,47,65,173,246,147,229,85
NM_207207,684,722,667,569,579,497,566,648,696,440,977,729
NM_207204,642,873,699,643,638,515,608,681,782,473,1256,790
NM_146865,0,0,0,0,0,0,0,0,0,0,0,0
NM_146866,0,0,0,0,0,0,0,0,0,0,0,0
NM_198169,688,902,703,628,568,565,702,659,692,527,1136,779
NM_001100455,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012704,0,0,0,0,2,0,0,3,0,3,0,0
NM_011427,3091,2730,2705,2083,2133,1679,2043,3485,3441,2364,6426,2887
NM_001081310,2,0,0,0,4,3,0,3,0,2,3,0
NM_146461,0,0,0,0,0,0,0,0,0,0,0,0
NM_146462,0,0,0,0,0,0,0,0,0,0,0,0
NM_146463,0,0,0,0,0,0,0,0,0,0,0,0
NR_027852,347,281,269,159,280,266,143,103,123,81,244,311
NM_011044,0,0,0,0,0,0,0,0,0,0,0,0
NM_146262,0,0,0,0,0,0,0,0,0,0,0,0
NM_146263,0,0,0,0,0,0,0,0,0,0,0,2
NM_023565,1405,1519,1212,937,1387,1155,1407,1824,2284,1310,2479,1482
NM_001081083,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081084,0,15,5,4,3,17,9,21,48,11,44,12
NM_001081085,0,0,0,0,0,0,6,27,96,51,45,0
NM_001081086,1578,1854,1509,1106,1235,1126,1396,1383,1694,1114,2373,1544
NM_001081087,0,10,2,3,3,3,3,7,10,0,7,10
NM_001081088,3,25,2,7,2,6,2,7,44,2,27,5
NM_001081089,2,0,5,0,5,0,7,2,15,2,0,2
NR_110992,225,204,101,146,119,132,90,190,186,146,194,175
NM_172669,502,923,851,748,942,596,637,753,590,474,1809,990
NM_172668,22604,21445,17977,13914,16031,14568,17552,14416,10098,12404,28565,21388
NM_011428,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145644,0,0,0,0,0,0,0,0,0,0,0,0
NM_001139503,59,38,84,57,32,37,120,63,30,137,87,80
NM_172661,2987,3009,8803,1374,3240,7281,2345,2270,4679,6580,15476,10782
NM_172660,677,844,619,566,590,463,561,733,855,469,1043,787
NM_172663,1336,1634,1407,1092,1179,1215,1222,1193,1128,918,1763,1510
NM_172662,230,375,291,194,194,206,198,223,288,185,338,272
NM_001139509,777,1170,0,994,842,567,1331,529,0,1552,1153,248
NM_172664,1354,1392,1306,903,1246,1063,1275,1065,1349,998,1886,1392
NM_172667,0,0,0,0,0,0,0,0,0,167,408,0
NM_172666,1274,1328,1212,773,995,994,1148,1300,1654,1064,2003,1208
NM_146772,0,0,0,0,0,0,0,0,0,0,0,0
NM_146985,0,0,0,0,0,0,0,0,0,0,0,0
NM_028072,2435,2253,2953,3442,2862,3066,2878,2121,1633,1893,2557,3064
NM_147021,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081228,182,202,196,128,142,128,147,140,160,93,153,193
NM_147029,0,0,0,0,0,0,0,0,0,0,0,0
NM_147028,0,0,0,0,0,0,0,0,0,0,0,0
NM_146579,23,32,24,30,34,13,24,21,13,6,35,33
NR_040532,0,0,0,0,0,0,0,0,0,0,0,0
NR_040533,0,0,0,0,0,0,0,0,0,0,4,0
NR_040530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037929,0,0,0,0,2,0,0,0,0,0,3,0
NM_146396,0,0,0,0,0,0,0,0,0,0,0,0
NM_146394,0,0,0,0,0,0,0,0,0,0,0,0
NM_011675,2087,2254,1804,1627,1665,1332,1581,1350,1368,795,1889,2191
NM_146582,0,0,0,0,0,0,0,0,0,0,0,0
NM_146393,0,0,0,0,0,0,0,0,0,0,0,0
NM_146391,0,0,0,0,0,0,0,0,0,0,0,0
NM_183262,534,822,660,348,618,78,552,856,872,671,866,775
NM_018785,1460,1615,1374,960,1010,1114,1296,1517,1782,1310,2577,1469
NM_001290444,0,0,0,0,0,0,0,0,0,0,0,0
NM_011805,298,472,82,293,244,200,313,354,335,305,777,98
NR_035406_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_035406_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_035406_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_035406_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_035406_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_035406_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_110333,0,0,0,0,0,0,0,0,0,0,0,2
NR_027344,300,404,317,295,293,292,287,313,329,312,400,400
NR_110447,0,0,0,0,0,0,0,0,0,0,0,0
NR_027343,2,46,237,3,1041,378,49,101,1848,951,2280,7
NR_110334,0,0,16,0,17,1,0,0,0,0,0,0
NM_011513,1503,1454,1132,972,1287,910,1137,1279,1662,866,2009,1379
NM_011512,8261,9230,8216,5762,7301,6242,7941,11596,13577,8302,19231,8680
NM_146649,0,0,0,0,0,0,0,0,0,0,0,0
NM_146644,0,0,0,0,0,0,0,0,0,0,0,0
NM_146645,0,0,0,0,0,0,0,0,0,0,0,0
NM_146130,2355,7465,1860,3703,2317,4469,5567,7552,4350,2044,3976,2472
NM_001281816,0,1,0,0,0,0,0,0,0,0,0,1
NM_146640,0,0,0,0,0,0,0,0,0,0,0,0
NR_028553,0,0,0,0,0,0,0,0,0,0,0,0
NM_146642,0,0,0,0,0,0,0,0,0,0,0,0
NM_146643,0,0,0,0,0,0,0,0,0,0,0,0
NR_040330,0,0,4,0,0,0,2,0,0,0,0,0
NR_040331,0,0,0,0,0,0,0,0,0,0,0,4
NR_045877,64,45,44,29,45,25,34,29,30,18,64,44
NR_040333,0,0,0,0,0,0,0,0,0,3,0,0
NR_040334,50,58,54,44,58,41,64,39,39,45,61,51
NR_040335,7,3,5,0,0,3,0,5,11,0,6,0
NR_040336,0,0,0,0,0,0,0,0,0,0,0,5
NM_175112,962,1081,896,737,829,737,815,877,965,658,1484,1032
NM_175113,328,449,347,291,316,222,337,496,525,430,869,396
NM_019729,2401,2709,2308,1731,2051,1802,2156,2335,2596,1768,3716,2548
NM_001163566,0,15,5,5,2,2,2,5,29,2,10,9
NM_001038641,0,17,60,47,3,44,0,1,0,0,0,82
NR_037254_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145821,85,180,0,63,0,135,118,0,0,0,70,50
NM_001145820,18,312,136,18,201,6,322,164,153,14,523,385
NM_001145824,525,1580,483,667,4,1022,1889,547,763,617,3130,1443
NM_001145351,15,19,0,13,19,6,12,13,13,18,35,18
NM_001177709,0,0,0,0,0,0,0,52,0,0,0,0
NM_010576,16,35,26,25,13,23,16,23,31,24,57,31
NM_008491,48,277,177,122,38,42,54,3940,2373,4944,16065,223
NM_001130000,1493,1838,199,138,1335,233,675,1161,1340,270,2196,1620
NR_037217,4,6,6,10,3,3,13,4,5,5,4,13
NM_001177706,38,50,24,32,53,27,36,1280,54,46,111,96
NM_001252538,320,359,531,160,283,261,284,354,412,0,343,232
NM_010923,80,124,120,123,36,79,47,322,494,295,489,67
NM_001252533,1,0,1,0,0,147,1,0,230,243,1,2
NM_001252536,1,3,8,7,2,0,3,2,4,57,2,0
NM_001252537,645,475,536,204,351,464,389,569,495,506,1095,781
NM_008948,2821,3453,2912,2298,2500,2253,2600,3706,4476,2907,6377,3043
NM_146730,0,0,0,0,0,0,0,0,0,0,0,0
NM_027085,49,74,50,47,33,36,46,27,34,30,63,37
NM_001005424,24,30,35,23,32,16,21,23,24,11,31,31
NM_001005425,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005420,211,183,204,130,163,126,140,183,209,119,305,202
NM_178750,211,233,175,182,232,171,228,229,249,178,400,203
NM_029859,0,3,0,3,0,0,0,0,3,0,8,3
NM_009301,0,0,0,0,0,0,0,0,0,0,0,0
NM_009300,0,0,0,0,0,0,0,0,0,0,0,0
NM_027715,925,880,779,703,699,688,743,508,474,384,806,1066
NR_028486,0,0,0,0,0,0,0,0,0,0,0,0
NR_028487,0,0,0,0,0,0,0,0,0,0,0,0
NM_177244,250,277,207,194,239,200,262,209,207,160,377,216
NM_026045,1228,1473,1202,952,1182,1037,1063,1061,1136,819,1713,1418
NM_026044,340,438,359,265,285,243,305,285,318,220,405,396
NM_026592,297,452,369,208,362,238,299,352,394,212,437,401
NM_027062,26,12,18,6,10,22,8,24,9,10,41,31
NM_001081387,0,0,0,0,0,0,0,0,0,0,0,0
NM_015770,0,0,0,0,0,0,0,0,0,0,0,0
NM_207680,602,947,689,550,419,417,482,368,538,356,602,633
NM_207681,453,74,345,109,333,285,283,314,224,215,470,183
NM_199025,171,153,143,111,174,145,122,166,216,119,285,157
NM_199027,1784,1730,1510,1441,1468,1251,1455,1441,1566,1084,2679,1734
NM_199022,89,143,129,70,66,57,90,167,268,118,255,89
NM_199023,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291151,2,0,0,0,0,0,0,0,0,0,0,0
NM_001291150,0,0,0,0,0,0,0,0,0,0,5,0
NM_001291152,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291155,203,1061,1112,722,963,632,93,276,607,522,1202,1143
NM_001291154,0,0,0,0,0,0,0,0,0,0,0,0
NM_009047,1679,1414,1355,1099,1151,920,1167,1023,1062,628,1537,1465
NM_001190400,0,0,4,0,0,0,0,1,0,0,4,0
NM_001205282,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172160,0,94,58,29,52,30,35,26,4,36,43,94
NM_008545,3,7,3,4,2,3,3,7,3,2,10,2
NM_001162417,263,311,246,216,303,53,160,56,342,212,429,330
NM_001113573,1872,2036,1448,1686,1870,1786,1654,1755,2117,740,2821,2015
NM_001113574,3,28,5,4,0,0,312,10,4,563,24,225
NR_045541,0,0,0,0,0,0,0,0,0,0,0,0
NR_045542,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006664,1376,1643,1393,1066,1180,1082,1297,1234,1632,911,1803,1660
NM_019501,81,88,62,57,67,65,81,75,94,120,200,92
NM_001162418,426,609,392,351,297,287,331,321,563,308,662,376
NM_001004174,0,0,0,2,0,0,2,62,113,70,112,6
NM_013825,4,2,5,0,0,0,2,34,98,23,80,3
NM_013829,503,670,550,470,403,465,499,488,485,352,833,687
NM_001033136,739,749,719,544,588,558,558,706,830,583,1200,813
NM_001164819,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164818,7,14,1,0,0,11,16,13,3,0,291,11
NM_001164813,1,6,2,6,1,1,2,1,13,2,2,1
NM_201367,231,402,393,220,221,115,190,960,1350,692,1437,308
NM_001081010,0,0,0,0,0,0,0,0,0,0,0,0
NM_028528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141933,18,6,6,1,2,1,22,43,0,27,19,1
NM_001141932,568,771,867,1018,331,1191,1393,709,922,968,1585,743
NM_001141931,915,451,753,671,789,783,808,790,832,1420,1447,749
NM_026446,125,303,270,88,192,0,208,295,283,239,229,43
NM_011249,164,238,222,146,132,128,182,392,686,427,642,232
NM_011246,3,6,3,0,0,3,3,3,0,5,15,0
NM_001101804,0,0,0,0,0,0,0,0,0,0,417,0
NM_001113400,3,0,0,2,23,0,0,0,0,0,50,0
NR_110572,145,187,200,158,152,123,183,142,156,100,208,219
NR_105963,0,0,0,1,1,1,2,1,0,2,0,1
NR_105962,0,1,1,0,0,0,0,0,0,0,1,0
NR_105965,1,1,1,0,2,1,1,2,1,0,2,1
NR_105964,1,4,2,3,3,1,2,1,1,1,3,2
NR_105967,4,1,1,1,1,2,1,0,2,0,3,4
NM_173180,1361,1641,1320,1111,1151,1075,1174,1481,1915,1130,2347,1364
NR_105969,1,1,1,1,0,1,1,3,1,1,1,1
NR_105968,0,0,1,1,0,0,1,0,0,0,1,1
NM_001080968,1036,1364,274,582,439,514,277,534,181,780,1381,340
NM_001271584,599,1813,551,568,781,234,1853,897,132,213,2209,1730
NM_001111290,202,281,185,0,0,0,0,1961,1319,564,1255,493
NM_001289594,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244198,0,0,0,0,0,0,0,0,0,0,0,0
NM_008792,0,2,3,4,4,5,2,0,2,0,0,15
NM_029022,387,510,373,294,327,321,300,331,366,236,438,392
NM_028518,375,471,361,435,333,305,308,176,154,188,383,459
NM_001166206,0,0,0,0,0,0,0,0,0,0,0,0
NM_026620,659,716,624,496,588,486,530,747,862,529,1053,655
NM_026627,1,0,0,0,0,1,1,2,0,1,0,0
NR_046046,0,0,0,0,0,0,0,3,3,0,2,0
NM_026624,0,8,17,3,5,2,14,0,3,2,5,8
NM_001164072,437,560,396,394,255,385,467,391,672,378,763,577
NM_001164071,70,13,136,17,143,13,19,97,56,12,382,18
NM_009730,2642,2665,2510,1793,2154,2087,2426,2166,2421,1677,3709,2766
NM_001003961,0,2,148,119,95,120,49,124,39,70,165,86
NM_001083810,493,298,235,158,444,252,347,309,301,464,428,722
NM_133673,2349,2666,2451,1831,1989,1746,2005,2104,2298,1475,3224,2601
NM_133851,24,20,47,31,50,35,53,60,284,186,236,56
NM_133850,767,963,811,647,759,538,726,830,896,544,1293,878
NM_001287738,0,0,0,2729,0,1678,0,899,0,852,0,0
NM_133852,3328,3306,3570,2775,3241,2430,3260,3163,3697,1917,5077,4063
NM_144893,928,0,882,774,703,0,772,906,1033,10,1,725
NR_015474,0,0,0,0,0,0,0,0,0,0,0,0
NM_020296,2247,2709,2091,810,1303,800,840,2118,2168,592,3657,2591
NR_015476,256,301,221,218,233,194,212,196,216,172,289,227
NR_015473,434,423,520,324,280,293,317,396,551,365,729,473
NM_010249,15,113,92,61,88,58,52,111,102,94,152,85
NM_001100591,970,874,641,490,1040,713,1014,898,992,629,1371,769
NR_077245,0,0,0,158,0,81,0,0,0,0,253,117
NM_026828,351,453,443,361,417,371,386,550,496,376,736,362
NM_138665,1712,1812,1481,1086,1510,1152,1462,2271,2787,1845,3503,1568
NM_146434,0,0,0,0,0,0,0,0,0,0,0,0
NR_024068,37,37,44,32,34,27,27,39,56,44,119,55
NR_037297,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083921,2419,2607,2164,1781,1927,1745,1919,2042,2308,1431,3460,2464
NM_020615,2436,3228,2772,1988,2390,2123,2468,3185,3517,2402,4765,2903
NM_001081162,12,33,6,28,16,13,9,23,31,15,41,22
NM_001081161,6276,6106,5484,3750,5002,4411,5177,5063,5014,3451,6891,6188
NM_028248,1854,2215,1851,1522,1779,1648,1841,1596,1571,1548,3368,2083
NM_001097977_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001126338,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145034,11942,9031,8451,6948,7445,7705,7745,6701,3856,4185,14631,9494
NM_001011734,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011732,0,0,0,0,0,0,2,0,2,0,4,0
NM_001164477,0,0,136,0,159,5,0,782,133,0,0,0
NM_024196,1491,1427,1392,1052,1225,1146,1397,1454,1791,1091,2275,1530
NR_015500,40,60,22,43,50,42,41,18,26,24,36,32
NM_207235,0,0,0,0,0,0,0,0,0,0,0,0
NM_207234,962,1052,960,814,832,717,832,904,1087,604,1704,1035
NM_001037177,0,0,0,0,0,0,0,0,0,0,0,0
NM_181399,0,0,2,412,1,0,0,0,1,0,1,0
NM_030137,45,67,18,23,32,18,27,33,35,26,44,36
NM_146817,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163452,3434,3939,3135,3079,3327,3055,3330,3665,4117,2578,6109,4034
NM_080510,5,15,10,4,7,5,8,34,20,18,44,3
NM_001145015,0,0,0,0,0,0,0,0,0,0,0,0
NM_001002791,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081092,974,957,827,793,829,776,976,674,802,554,1373,909
NM_001080548,1517,1448,1279,408,922,1024,1053,1390,1393,945,2145,1419
NM_001081090,572,793,549,411,503,451,538,595,659,533,990,620
NM_146253,310,363,279,193,275,199,224,286,354,236,453,322
NM_146252,1437,1578,1407,1155,1410,1188,1333,1581,1711,1070,2365,1580
NM_146251,574,634,602,564,507,468,383,494,525,483,848,740
NM_172475,0,0,0,0,0,0,0,0,0,0,0,0
NM_172471,1334,3016,2384,2765,2063,2087,2343,1688,2204,1142,1463,3548
NM_010611,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145100,0,5,0,2,0,0,0,0,0,0,0,0
NM_025753,0,7,5,9,5,7,0,2,5,4,16,5
NM_025403,726,956,825,643,681,608,681,718,756,482,983,834
NM_172672,851,934,868,647,728,675,735,753,665,494,1101,937
NM_172673,32,92,71,45,22,31,43,70,138,81,120,58
NM_172670,0,0,0,0,0,0,0,0,0,0,0,0
NM_172671,328,384,369,366,394,338,381,320,372,273,488,462
NM_010446,0,0,0,0,0,0,0,0,0,0,0,0
NM_030059,0,0,0,0,0,0,0,0,0,0,0,0
NM_172674,1272,1345,1264,931,1071,1013,1034,1060,1144,792,1667,1441
NM_172675,366,418,571,636,347,323,846,459,588,228,1160,941
NR_030601,0,0,0,0,0,0,0,0,0,0,0,0
NM_030058,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177843,78,100,88,279,62,148,82,86,157,92,220,75
NR_030609,0,0,0,0,0,0,0,0,0,0,0,0
NM_175280,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177844,1434,1420,1062,675,1103,814,1108,1362,1568,1114,1922,1252
NM_001081548,66,127,1253,627,70,313,899,358,816,377,2144,18
NM_147030,0,0,0,0,0,0,0,0,0,0,0,0
NM_147031,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242380,4,8,7,17,14,2,0,4,0,5,9,39
NR_105755,0,0,0,0,0,0,0,0,0,0,0,0
NM_001037933,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242381,0,0,0,0,0,0,0,0,0,0,0,0
NM_027656,88,65,36,76,55,38,34,95,84,58,171,81
NM_009823,376,472,373,0,363,270,311,302,593,170,555,364
NR_040509,0,0,0,0,0,0,0,0,0,0,0,0
NR_040508,0,0,0,0,0,0,0,0,0,0,0,0
NR_040505,0,3,0,0,0,0,0,0,3,0,4,0
NR_040504,4,8,7,12,19,6,14,5,4,12,25,4
NR_040503,0,0,0,0,0,0,0,0,0,0,0,0
NR_040502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039386,15,14,11,7,7,4,7,5,7,3,14,8
NM_001039387,2837,3148,2899,2386,2603,2046,2261,2187,2430,1495,3656,2922
NM_145851,1017,975,1018,793,910,672,943,912,947,623,1543,1013
NR_040501,0,0,0,0,0,0,0,0,0,0,0,0
NM_030725,2,22,32,16,5,0,3,172,521,117,119,14
NR_029755,1,3,2,0,1,0,1,0,0,0,1,0
NR_029752,0,0,0,0,0,0,0,0,0,0,0,0
NR_027373,326,667,439,273,236,82,539,335,427,603,731,151
NR_027372,2443,2626,1345,1576,2414,1958,3025,3590,2582,2530,5870,2690
NM_001001309,44534,41245,37659,21318,25001,27137,29056,24839,21113,16726,32103,42192
NM_176950,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271430,2940,886,1207,448,1783,745,627,537,1427,465,1004,2089
NM_001271431,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271432,0,0,0,0,0,0,0,1,5,0,0,0
NM_009335,0,0,0,0,0,0,0,0,0,0,0,0
NM_009228,1252,1373,1071,897,1031,951,1146,1130,1199,1119,2006,1146
NM_182840,7,0,11,6,8,9,6,18,31,6,19,8
NM_009225,3101,3776,3156,2597,2960,2432,2772,3412,3989,2441,5161,3474
NM_024199,642,681,589,445,465,408,501,590,711,482,1007,629
NM_009222,1206,1550,1256,848,1161,1056,1190,1590,1675,1180,2547,1343
NM_198176,157,262,190,99,175,129,148,145,113,68,245,210
NM_178408,0,0,62,0,107,51,98,0,58,0,0,0
NR_037256_4,0,0,0,0,0,0,0,0,0,0,0,0
NM_178404,530,828,597,467,364,425,370,327,320,327,515,718
NM_175123,891,1042,914,631,775,656,724,713,830,520,1112,1035
NR_040348,11,21,8,9,17,11,16,12,11,5,19,15
NM_010695,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141977,50,55,1,20,46,4,64,233,257,80,174,42
NM_001039701,0,8,23,10,0,0,0,38,66,60,26,3
NM_001271724,54,0,83,0,0,0,77,88,102,60,155,103
NR_027970,0,0,0,0,0,0,0,0,0,0,0,0
NM_018828,1594,1872,1526,1551,1379,1162,1471,1421,1547,1196,3100,1657
NM_001255994,0,93,0,0,0,157,111,0,85,0,152,0
NR_045896,0,0,0,0,0,0,0,0,0,0,0,0
NM_026992,220,236,179,174,186,155,172,219,230,156,223,233
NM_001255993,165,170,197,198,208,1,76,209,135,179,254,266
NM_018824,2563,2908,2767,2058,2156,2024,2340,2244,2331,1919,4158,3138
NM_001159551,816,779,1924,595,453,354,629,528,553,795,2879,660
NM_001159552,72,85,103,78,89,47,54,73,57,26,200,102
NM_001159553,352,313,336,258,268,182,273,369,413,263,852,319
NM_213733,2092,2159,1744,1713,1789,1440,1685,1586,1756,1226,2853,1904
NM_053011,0,0,0,0,0,0,0,0,0,0,0,0
NR_045335,4,0,5,4,4,2,3,3,4,2,2,5
NM_146742,0,0,0,0,0,0,0,0,0,0,0,0
NM_175667,0,5,7,5,0,4,2,0,7,3,6,10
NM_019667,1169,1292,1115,771,934,958,1028,1395,1559,1181,2097,1234
NM_080641,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281829,169,143,1,0,1,91,1,198,80,0,113,0
NM_019406,41,161,63,67,76,34,110,34,88,97,174,215
NM_019401,89,127,0,0,0,0,0,0,80,0,76,68
NM_174988,362,404,396,283,326,229,405,230,292,126,212,369
NM_015765,708,890,753,564,634,537,712,911,1099,714,1548,756
NM_007694,3,3,4,6,2,3,0,0,4,0,6,6
NM_028593,128,108,170,98,130,148,103,72,93,51,86,225
NR_033471,0,0,0,0,0,0,0,0,0,0,0,0
NR_033470,3,12,4,7,5,3,6,11,29,10,28,8
NR_033473,0,0,0,0,0,0,0,0,0,0,3,0
NM_009037,10368,10361,8753,6608,9616,7672,9822,8110,9993,7006,12216,9914
NM_009036,0,5,0,9,11,3,13,0,5,0,14,2
NM_033552,0,0,0,0,0,0,0,0,0,0,0,0
