transcript_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
NM_007379,2424,2935,2471,2110,2231,1930,2197,1259,1404,917,1997,2818
NM_153557,511,570,439,468,464,382,373,344,349,293,544,486
NM_153558,0,0,0,0,0,0,0,0,0,0,0,0
NM_153559,817,888,759,618,647,650,676,727,733,556,1121,862
NM_010990,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006678,0,0,0,0,0,0,0,0,0,0,0,0
NM_028802,261,134,537,0,19,205,138,199,263,98,483,146
NM_028804,125,87,120,81,161,174,295,89,126,95,213,127
NM_028806,0,0,0,0,0,3,2,0,3,0,0,0
NM_028809,622,811,627,562,726,543,639,713,824,545,1106,679
NM_029282,711,745,578,476,576,491,527,677,804,433,1040,716
NM_019811,991,1274,1061,749,781,760,751,738,734,523,1053,1147
NM_020580,895,1045,751,680,749,614,773,880,1106,717,1503,975
NM_007579,0,0,0,0,0,0,0,0,0,0,0,0
NM_009408,1933,1996,1773,1291,1695,1465,1695,2190,2449,1479,3201,1839
NM_153089,0,0,0,0,0,0,0,0,0,0,106,0
NM_145742,49,77,57,150,129,182,347,160,74,85,306,46
NM_145744,0,0,0,0,0,0,0,0,0,0,0,0
NM_133242,2168,3729,2730,2141,3544,2007,2378,2559,2209,1596,3777,2388
NM_148929,1337,1680,1281,1241,1195,906,1058,1063,1050,845,1968,1410
NM_148928,1107,1115,1090,877,817,849,770,913,1016,366,1618,1048
NM_133207,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164769,90,84,57,104,191,88,51,33,96,53,111,68
NM_001164768,23,27,27,51,34,26,441,39,17,16,147,78
NM_198029,0,0,0,0,0,0,0,0,0,0,0,0
NR_105783,0,0,0,0,0,0,0,0,0,0,0,0
NM_030021,225,177,140,103,148,152,149,102,65,58,129,183
NM_031256,855,1007,847,620,771,693,776,800,926,621,1318,895
NM_146400,0,0,0,0,0,0,0,0,0,0,0,0
NM_028716,61,93,49,40,43,31,46,151,302,129,222,65
NM_001012336,1516,1938,1346,1013,1350,1045,1337,1062,1709,912,1675,1262
NM_001012335,121,4,96,87,118,1,61,170,193,1,146,31
NM_029375,0,0,0,0,0,0,0,0,0,0,0,0
NM_008045,0,0,0,0,0,0,0,0,0,0,0,0
NM_029370,0,0,0,0,0,3,0,4,2,0,2,0
NM_001199955,0,0,0,0,0,0,0,0,0,0,0,0
NM_146407,0,0,0,0,0,0,0,0,0,0,0,0
NM_146323,0,0,0,0,0,0,0,0,0,0,0,0
NM_139139,184,248,204,163,142,136,160,158,173,145,314,228
NM_023266,188,170,0,0,0,57,81,101,91,121,0,107
NM_146320,0,0,0,0,0,0,0,0,0,0,0,0
NM_028028,265,305,275,199,237,193,214,238,251,159,378,273
NM_144892,1466,1589,1338,1268,1261,1055,1251,1331,1522,818,2300,1487
NM_146984,0,0,0,0,0,0,0,0,0,0,0,0
NM_146983,0,0,0,0,0,0,0,0,0,0,0,0
NM_146982,0,0,0,0,0,0,0,0,0,0,0,0
NM_146981,0,0,0,0,0,0,0,0,0,0,0,0
NM_146980,0,0,0,0,0,0,0,0,0,0,0,0
NM_175211,118,169,136,129,156,101,144,84,103,46,160,167
NM_001285459,265,353,320,223,213,183,253,337,525,303,527,303
NM_001285458,0,0,0,0,0,0,0,0,0,0,0,0
NM_023464,531,644,549,480,530,390,544,585,760,430,883,622
NM_001113246,0,4,0,0,0,4,4,13,14,9,14,2
NM_032393,0,1,0,0,0,0,0,0,0,0,0,0
NM_177850,0,0,0,0,0,0,0,0,0,0,0,0
NM_177852,0,0,54,0,0,0,1,0,2,1,1,128
NM_001011795,0,0,0,0,0,0,0,0,0,0,0,0
NM_007398,61,61,41,44,7,45,55,102,183,121,256,99
NM_001011796,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290997,0,0,0,0,0,0,0,0,0,0,0,0
NM_007396,2297,2699,2232,1704,2134,2094,2158,2064,1790,1617,2674,2730
NM_080562,0,0,0,0,0,0,0,0,0,0,0,0
NM_007394,883,773,526,539,581,492,1021,553,510,393,1156,736
NM_010579,1236,1383,1212,996,1070,932,1117,1714,2214,1365,2998,1309
NM_028158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204875,1832,1963,1779,941,1226,1080,993,3474,3733,2318,2648,1106
NM_001085518,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290992,0,0,0,0,0,0,0,88,0,0,0,303
NR_040500,0,0,0,0,0,0,0,0,0,0,0,0
NM_175692,25,183,107,118,19,21,17,36,25,13,89,180
NR_039536,14,10,5,11,5,3,13,5,2,3,11,17
NM_144890,0,0,0,0,0,0,0,0,0,2,0,0
NR_029528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290991,0,0,0,334,0,156,0,2,0,0,347,0
NM_146437,0,0,0,0,0,0,0,0,0,0,0,0
NM_146436,0,0,0,0,0,0,0,0,0,0,0,0
NM_146435,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136055,448,90,55,0,694,148,40,55,71,55,49,355
NM_146433,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272052,19,36,35,33,46,12,8,88,57,78,94,8
NM_013524,3,7,3,0,0,0,0,0,2,0,2,2
NM_207264,157,168,22,21,15,0,19,22,210,56,218,127
NM_023595,195,190,122,142,107,113,123,297,706,200,441,261
NM_181734,1012,1066,816,0,1003,721,896,798,1175,524,1043,1028
NR_037254_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242382,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242383,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290503,2320,2297,1937,1333,2099,1658,1692,1501,1099,1180,2057,1921
NR_037256_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290509,0,0,0,0,0,0,61,0,0,0,0,0
NM_001290508,5,4,2,1,2,313,1,0,2,3,2,1
NR_037256_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_009398,1651,3470,2589,2539,2224,2850,3059,3422,2767,2572,4809,2845
NR_030710,120,159,216,199,113,127,105,129,235,0,275,0
NM_001256480,0,0,0,0,0,0,0,0,1,0,0,0
NR_030712,0,0,0,0,0,0,0,0,0,0,0,0
NM_009394,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007581,458,521,429,376,382,305,375,381,426,266,597,456
NR_030716,467,441,369,362,418,333,396,446,533,319,722,482
NM_147051,0,0,0,0,0,0,0,0,0,0,0,0
NM_008867,5849,6420,5180,3798,4746,3660,4774,3770,3605,3094,6293,5621
NM_023043,0,0,0,0,0,0,0,0,0,0,0,0
NM_010762,4,4,2,0,5,0,7,3,5,0,6,5
NM_010761,960,1085,886,711,800,697,699,761,866,625,1231,1041
NM_001004721,622,763,627,420,643,465,590,677,810,498,1042,736
NR_030454_1,29,47,21,25,71,30,26,32,46,39,55,37
NM_001164689_1,134,0,0,0,0,0,134,0,168,0,0,151
NM_175034,19,34,16,9,14,18,14,9,30,5,19,13
NR_111898,0,0,0,0,0,0,0,0,0,0,0,0
NR_111899,0,0,0,0,0,0,0,0,0,0,31,0
NR_111895,0,175,0,0,331,561,101,292,431,134,77,125
NR_111897,0,0,0,0,0,0,0,0,0,0,0,0
NR_111890,245,380,289,229,179,119,136,306,273,225,403,216
NR_111891,42,97,0,0,0,97,103,0,60,0,77,0
NM_144894,53,41,107,36,23,22,100,21,26,22,67,146
NM_001171616,0,0,0,0,0,0,0,0,0,0,0,0
NM_027290,0,7,2,0,7,4,3,139,277,129,180,3
NM_001099301,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099308,0,0,0,0,360,0,0,0,0,0,0,0
NM_027748,784,764,721,477,537,544,608,524,524,394,879,733
NM_178634,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271498,2,8,18,9,6,2,3,6,40,2,123,4
NR_037265_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271492,18,24,25,31,15,12,15,38,31,33,81,36
NM_001271497,38,41,0,0,0,20,37,23,19,0,0,26
NM_023130,1535,1714,1583,1390,1599,1033,1636,1497,2035,1139,2689,1470
NM_001163483,2,2,0,8,6,0,0,0,0,0,8,10
NM_001286983,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286981,0,0,0,0,0,0,0,200,170,0,0,0
NR_037261_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163247,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109690,1441,1411,1005,1109,887,1192,1326,1183,1315,983,1832,1598
NM_001077514,324,264,259,176,157,239,154,253,167,154,261,322
NR_027371,1333,1176,1725,1057,771,571,32,863,2229,795,1127,1090
NM_001077510,907,1172,1363,892,449,649,614,489,1168,463,918,526
NM_001177758,0,0,0,862,0,0,273,777,257,0,0,392
NM_001129999,10,5,24,1253,8,8,636,12,12,15,20,11
NM_001110145,2186,2587,2177,1844,2197,1848,2306,2516,3292,2205,4240,2245
NM_001177752,1664,606,380,371,419,614,332,483,191,1001,1256,561
NM_001177753,3,2,2,4,2,2,3,1,1,3,3,2
NM_001110496,0,0,0,0,0,31,0,0,23,0,0,0
NM_001177756,0,0,0,0,84,0,0,0,0,0,0,0
NM_001177757,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177754,0,0,0,0,83,0,0,0,0,0,0,0
NM_001177755,931,2204,1476,1795,1002,1685,1599,1395,887,2031,1176,941
NM_001001297,0,42,40,52,40,28,0,32,30,11,32,17
NM_019488,981,1011,897,726,767,621,629,608,645,457,1001,976
NR_002846,0,0,0,0,4,0,0,0,14,3,4,0
NM_011497,114,130,116,76,80,59,103,272,496,151,403,111
NM_011490,66,0,0,0,210,0,76,0,427,0,66,0
NM_080575,132,190,107,95,89,93,109,116,109,52,134,100
NM_015730,2,4,0,5,5,2,0,7,9,8,3,4
NM_001112703,689,636,1713,1203,2202,2321,2452,1465,3586,218,2986,3265
NM_001291115,0,2,1,0,1,0,0,0,0,0,0,1
NM_001011872,25,26,24,30,33,24,25,13,21,13,23,21
NM_026721,1721,1739,1553,1140,1804,1325,1511,1717,1441,928,2138,1458
NM_027635,0,0,0,0,0,0,0,0,0,0,0,0
NR_029838,0,0,0,2,0,0,0,0,0,0,1,0
NM_177217,0,0,0,0,0,0,29,0,0,0,0,0
NM_177214,4942,5826,4858,3739,3910,3890,4334,4602,5249,3743,8022,5781
NM_001291111,0,0,0,1,1,4,1,1,58,194,0,0
NM_008708,617,309,7,9,338,315,265,362,469,214,498,279
NM_029960,0,0,0,0,0,0,0,0,0,0,0,0
NM_029963,632,818,654,496,544,512,538,646,817,515,1144,720
NM_029617,4,0,0,3,4,0,7,126,290,120,169,4
NM_029615,24,6,2,1,6,3,21,29,6,0,12,4
NM_001173506,1565,1713,1667,1487,1662,1454,1756,2118,2756,1461,3089,1778
NM_029619,505,618,505,418,503,337,448,327,272,228,431,533
NM_152824,1246,1373,1209,927,1063,866,1109,1287,1580,917,2277,1378
NM_001291105,26,36,19,17,29,33,27,17,41,13,39,40
NM_027129,0,0,0,0,0,0,0,0,0,0,0,0
NM_019392,460,447,470,378,509,397,544,580,743,409,840,455
NM_021420,1084,1120,1006,827,942,818,889,1024,1243,833,1754,1164
NM_001177404_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_029904,0,0,0,0,0,0,0,0,0,0,0,0
NM_008420,2635,2450,1927,1460,2419,1720,2117,1397,1385,1132,2265,2438
NM_001172117,0,0,0,0,0,0,0,0,0,0,19,0
NM_144804,20,26,20,0,8,8,15,9,17,17,14,13
NM_001177404_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_153410,2502,2581,2209,2008,1960,1859,2273,1345,1484,1299,2553,2790
NM_181547,478,501,463,280,341,293,355,309,265,278,561,456
NM_021359,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287817,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142410,0,0,0,0,0,0,0,4,0,0,0,0
NM_021606,754,721,659,503,658,528,726,1703,1871,1276,3120,667
NM_153418,0,0,0,0,0,0,0,0,0,0,0,0
NM_177074,0,0,0,0,0,0,0,0,0,0,0,0
NM_013890,1479,1462,1493,717,1146,1032,0,864,1195,899,1799,1328
NM_008679,3382,3718,3090,2661,2783,2752,2996,2534,2569,2000,4752,3506
NM_030234,104,162,116,65,100,84,104,172,213,137,254,139
NM_001001602,3755,2851,1760,2325,1233,2462,1869,2401,2485,2904,4186,3327
NM_010054,0,0,0,0,0,0,0,0,0,0,0,0
NM_013899,137,150,153,132,116,89,114,203,240,153,339,157
NM_001033166,258,250,222,172,187,184,167,524,923,412,642,292
NM_001205057,178,290,175,142,192,133,201,241,236,223,423,209
NM_028961,0,12,0,0,4,0,15,0,2,0,2,0
NM_001146087,0,0,0,0,0,0,0,0,0,0,0,0
NM_001146084,116,112,124,94,117,96,126,122,183,126,197,88
NM_001285428,0,0,0,0,0,0,0,0,3,0,0,0
NM_001289748,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289744,0,0,0,0,0,0,0,0,0,33,39,0
NM_001289747,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289743,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289742,14,0,11,0,13,0,4,0,0,5,4,12
NM_201396,0,0,0,0,0,0,0,0,0,0,0,0
NM_021519,2092,2387,2072,1598,1901,1510,1730,2467,3329,1864,3829,2122
NM_025853,47,56,31,25,56,40,51,168,282,136,212,46
NM_201395,0,0,0,0,0,0,0,0,0,0,0,0
NM_029763,573,782,564,429,515,493,467,544,609,423,804,624
NM_025854,958,1006,928,697,747,736,674,712,784,578,1198,1055
NM_029761,14,38,24,21,20,13,5,96,153,77,141,22
NM_021512,980,1189,979,621,836,804,949,1003,1233,862,1588,1073
NM_021515,2,0,225,0,2,92,217,262,399,193,478,112
NM_029148,1460,1805,1648,1082,1472,1470,1359,1233,1347,951,1864,1855
NR_046275,0,0,0,6,0,0,0,0,0,0,4,0
NM_001286502,0,0,0,0,0,0,0,0,0,0,0,0
NM_007494,26,24,8,31,22,21,129,24,33,66,31,90
NR_028273,0,0,0,0,0,0,0,0,0,0,0,0
NM_153560,1411,1540,1415,1112,1342,1143,1326,1429,1652,1262,2372,1495
NM_001276359,1353,1429,1332,1070,1308,1115,1381,1231,1458,941,2110,1423
NM_025296,1150,1347,1198,960,977,882,975,1070,1215,848,1545,1378
NM_021280,2430,2565,2276,1884,1879,1805,2127,1914,2089,1529,3265,2596
NM_145380,1579,2058,1758,1263,1687,1510,1689,2087,2291,1597,3357,1908
NM_028810,3261,4454,3445,2505,2843,2875,3363,3243,3125,2804,5379,3745
NM_001199308,0,0,0,0,0,0,0,0,0,0,0,0
NM_019828,650,474,807,258,512,229,269,371,517,499,612,496
NM_001289521,3399,751,4115,3125,2930,759,753,3766,3539,2330,2603,472
NM_019826,3849,4442,3284,2511,2723,2773,2233,2721,2442,1671,3762,4131
NM_019825,1981,2172,1823,1481,1858,1497,2217,1812,2067,1614,3370,2146
NM_019822,1834,1948,1640,1535,1617,1260,1534,2035,2199,1549,3475,1806
NM_198656,0,0,0,0,0,0,0,0,0,0,0,0
NM_016739,3171,2560,3106,2340,2498,2584,2883,1755,1742,3130,5110,3001
NM_007540,0,0,0,0,0,0,0,0,0,0,0,0
NM_007547,441,492,595,445,1024,806,871,1708,383,1032,470,1241
NM_183424,13,7,8,13,10,4,10,6,6,11,9,14
NM_175126,250,245,213,183,191,142,190,224,266,172,420,234
NR_024323,2,18,7,7,2,2,4,5,6,15,12,1
NR_024257,0,4,0,0,0,0,0,0,0,0,0,0
NM_148933,0,5,0,0,0,0,0,130,313,92,131,3
NR_029452,194,232,220,160,166,189,184,195,214,131,253,237
NM_011969,1329,1912,1574,1149,1315,1172,1321,1918,2382,1783,3502,1535
NM_001242379,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242378,0,0,0,0,0,0,0,0,0,0,0,0
NM_175514,125,185,194,219,165,212,200,163,199,101,117,234
NM_175512,58,54,37,41,44,40,37,39,38,18,34,47
NM_028387,67,61,66,44,76,60,79,55,78,40,90,64
NM_175511,2,2,0,0,2,6,4,7,7,0,11,4
NM_017390,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290751,211,477,0,0,376,0,269,263,0,0,389,0
NM_001164597,2210,2321,1873,1972,1966,1517,1959,1673,1901,1452,3353,2193
NM_198033,1340,1776,1414,1129,1360,1207,1462,1478,1810,1239,2523,1589
NM_009508,0,0,0,0,0,0,0,0,0,0,0,0
NM_009500,1609,1557,1371,1044,1065,1091,1200,1467,1536,1260,2945,1608
NM_010434,3431,1880,3203,2175,3907,2818,1686,3041,3124,2388,2068,3083
NM_138942,6,0,5,0,0,0,0,4,0,5,7,0
NM_024254,367,447,343,323,415,334,439,391,426,365,568,406
NM_029983,25,0,0,0,24,16,0,0,29,28,2,0
NM_001039151,2291,3197,2801,1785,2130,1713,1461,3049,6739,4185,5755,2812
NM_001039150,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164369,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285420,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285421,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285422,5,9,4,1,2,8,2,11,32,5,8,9
NM_177845,0,0,0,0,0,0,0,0,0,0,0,0
NM_177843,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285426,0,4,0,0,0,0,6,7,0,0,7,8
NM_001285427,137,183,151,109,164,136,126,141,133,124,264,149
NM_025675,433,516,388,284,390,290,412,499,437,371,670,412
NM_025676,0,0,0,0,0,0,0,0,0,0,0,0
NM_025482,60,220,142,107,127,89,395,89,115,172,202,149
NM_023850,499,688,532,436,370,392,353,460,416,199,487,803
NM_198724,172,145,125,84,64,105,50,65,76,81,250,242
NM_001160292,2583,1028,649,453,1185,730,2466,1247,1148,1721,1464,1541
NM_023854,2274,2413,1493,1812,1660,1739,2031,1813,1574,1360,2160,2456
NM_001085501,265,255,182,161,172,151,155,187,243,101,329,280
NM_001100416,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243712,489,610,582,671,296,463,346,464,417,10,812,584
NM_175683,20,33,57,41,74,37,19,43,68,93,0,21
NM_001085507,528,511,453,180,470,381,476,485,518,369,845,174
NM_001166665,223,169,0,162,125,0,11,161,163,170,392,9
NM_001166666,175,199,359,0,0,0,33,0,209,156,340,12
NM_001166667,112,223,198,215,153,210,0,223,199,178,191,17
NM_001166668,0,0,0,0,0,0,0,0,0,0,0,0
NM_024497,3,134,91,3,93,2,0,96,53,153,104,0
NM_013555,0,4,0,0,0,0,0,0,0,0,0,0
NM_001114637,139,169,114,105,100,0,41,120,184,109,236,151
NM_001097977,0,0,0,0,0,0,0,0,0,0,0,0
NM_025709,1965,2147,1973,1606,1693,1599,1838,1975,2095,1315,3293,2181
NM_180956,139,231,199,206,54,111,1,164,145,37,327,222
NM_011701,50932,61751,52466,42082,49733,44712,50182,66383,80464,53150,100905,57942
NM_001039557,6,0,0,0,0,0,0,0,4,0,7,0
NM_172420,0,0,0,0,0,0,0,0,0,0,0,0
NR_030474,0,0,0,0,0,0,0,0,0,0,0,0
NR_030475,0,0,0,1,0,0,0,0,0,1,0,0
NM_001290572,0,0,0,0,0,0,0,0,0,0,0,2
NM_028666,7,4,6,3,5,4,2,0,4,3,4,0
NR_030470,0,0,0,0,0,0,0,0,0,0,0,0
NR_030471,0,0,0,0,0,0,0,0,0,0,0,0
NR_030472,0,0,0,0,0,0,0,0,0,0,0,0
NM_001160414,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081289,179,197,154,95,102,115,141,159,176,125,243,208
NM_001045523,814,832,783,736,727,678,731,832,965,545,1360,897
NR_073420,595,832,639,510,571,520,529,339,266,291,595,854
NM_001190179,0,0,1,0,0,0,0,215,0,0,1,0
NM_010980,0,0,0,0,0,0,0,0,0,0,0,0
NM_212433,1867,2212,1690,1158,1449,1426,1592,1436,1640,1275,2074,2014
NM_001098425,2027,1362,1209,933,853,1260,1716,1125,1442,1346,2513,1431
NM_001160293,72,0,0,0,25,0,0,0,0,0,0,286
NM_001290407,0,0,0,0,0,0,0,0,0,0,6,0
NM_027283,0,2,0,0,0,0,0,0,0,0,0,0
NM_012046,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290376,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177367,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177366,0,0,0,0,0,0,0,0,0,0,0,0
NM_019769,3950,4757,4107,3028,3544,3374,3799,3744,3827,2984,6263,4571
NM_010283,80,49,183,94,200,87,51,220,358,161,254,178
NM_027352,4297,4704,3840,3073,2625,2705,3827,4806,3619,2774,5634,4434
NM_009278,52,102,29,3,16,8,17,74,55,1,203,140
NM_019761,206,266,212,198,190,179,191,275,370,182,459,263
NM_009273,1679,2123,1595,1276,1559,1290,1445,1714,1747,1180,2434,1791
NM_009271,115,1,1,0,2,0,1,318,1,143,178,1
NM_013771,2541,2987,2523,1643,2404,2182,2342,2888,3238,2170,4129,2591
NM_001177568,3872,5855,3620,2996,3364,2587,2677,2272,1824,2239,5318,4062
NM_001271001,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271002,7,0,0,0,0,0,0,0,0,0,0,0
NR_073086,0,0,0,0,0,0,0,0,0,0,0,0
NM_011040,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277256,116,78,83,129,109,84,50,56,103,31,271,64
NM_001109687,9,0,1125,0,931,7,1074,0,248,0,309,0
NM_001109686,0,0,0,12,0,395,0,19,394,24,0,0
NR_033595,1070,1443,1390,838,1050,804,1037,1447,1888,878,2265,1263
NM_028799,2,0,0,0,3,0,0,0,0,0,0,0
NM_022435,0,6,0,4,0,0,3,7,26,5,3,0
NR_045331,0,0,0,0,0,0,0,2,0,0,0,0
NR_108098,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291028,160,156,126,0,0,0,0,0,99,0,157,0
NM_001291021,636,104,437,636,121,116,166,148,1018,163,903,110
NM_001291020,807,170,465,446,201,297,234,217,691,208,1148,185
NM_001291022,0,0,0,0,0,0,0,0,0,0,0,0
NM_008906,2481,3153,2904,2603,2800,1824,2231,2538,3054,2472,4457,3113
NM_001291027,0,0,138,0,315,239,0,223,1,190,138,0
NM_021566,2071,1081,1616,1399,1528,1112,1681,1753,2379,1442,3185,1889
NM_019498,327,445,7,3,3,203,514,2,403,100,192,635
NM_029815,7,6,5,12,4,4,4,5,3,6,3,8
NM_178795,1237,1396,1246,986,1109,942,1052,803,721,551,1430,1369
NM_027759,0,0,0,0,0,0,0,0,0,0,5,0
NR_045340,0,0,0,0,0,0,0,0,0,0,0,0
NM_007932,2801,3313,3122,1982,2723,2288,2279,3302,2830,980,4279,1809
NM_001290993,7,167,531,7,4,1,158,280,141,22,1182,744
NM_007931,154,194,213,156,139,149,137,119,123,103,246,206
NM_001011860,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009978,0,13,330,11,0,0,3,11,0,0,21,352
NM_001009979,33,136,19,74,54,65,118,74,35,51,110,37
NR_049195,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011868,0,0,0,0,0,0,0,0,0,0,0,0
NM_026086,103,163,120,106,128,103,96,138,198,123,187,157
NR_045164,281,311,267,297,263,179,208,171,169,120,375,275
NM_001159662,72,67,68,52,32,48,18,72,40,26,13,105
NM_001278787,0,0,0,0,0,0,0,0,0,0,0,0
NM_022724,58,89,59,54,67,51,8,25,78,63,0,60
NR_073369,611,661,575,695,494,824,392,804,925,804,1646,854
NM_015736,0,0,0,0,0,0,0,0,0,0,0,0
NM_015734,37136,29184,29576,26448,34139,30742,40959,49543,67513,35238,68888,32484
NM_001037247,0,0,0,0,0,0,0,0,0,0,0,0
NM_015731,1420,732,939,1221,1383,1178,1426,860,789,806,1108,1616
NM_009641,171,186,174,147,222,207,197,114,122,73,139,212
NM_029972,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291114,3318,2997,2499,2540,2006,2382,2744,2438,3353,2567,5004,3300
NM_029607,140,98,68,103,75,41,127,201,65,77,198,176
NM_001001178,5,4,0,0,4,3,5,3,5,0,0,6
NM_009086,525,568,514,432,479,404,493,569,654,435,1005,559
NM_029608,9,5,10,11,8,9,13,0,5,10,18,13
NR_110980,0,0,0,0,0,0,0,0,0,0,0,0
NM_173761,1835,1944,1693,1413,1593,1474,1667,1748,1946,1286,2632,1884
NM_027133,540,985,582,516,541,411,539,552,572,394,874,607
NM_021363,0,0,0,0,0,0,0,0,0,0,0,0
NM_153405,606,615,524,468,443,396,437,608,691,411,844,569
NM_013719,740,920,673,629,630,564,645,651,814,568,1373,781
NM_197945,732,717,538,658,413,436,687,313,490,188,650,935
NM_021368,0,0,0,0,0,0,0,0,0,0,0,0
NM_153409,0,5,7,6,3,7,7,4,0,5,4,11
NM_026661,656,809,667,512,595,481,504,664,787,492,818,756
NM_028950,153,241,0,0,116,133,157,0,0,117,0,185
NM_019949,1374,1856,1510,1065,1410,1215,1396,2307,2735,1975,4036,1719
NR_038350,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080811,0,0,0,0,0,0,0,0,0,0,0,0
NM_173368,2717,3233,2511,2194,2084,1927,2508,2186,2157,1883,3853,2927
NM_001289738,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289739,1,0,0,1,1,1,0,0,0,0,0,1
NM_001034900,4,0,0,0,5,0,0,0,0,2,6,0
NM_001290370,278,557,0,0,536,418,112,0,0,0,960,265
NM_029773,134,137,188,105,83,100,200,236,149,156,231,103
NM_029774,27,23,29,13,10,16,5,18,30,19,39,22
NM_001290374,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290375,0,0,0,0,0,0,0,0,0,98,0,0
NM_011045,1478,2115,1636,1183,1335,1293,1507,2317,3282,1789,3295,1683
NM_001141976,0,0,4,0,0,0,0,88,225,75,202,0
NM_001141975,0,0,0,0,0,20,0,97,251,54,120,0
NM_178371,0,0,0,0,0,0,0,36,39,23,49,0
NM_026248,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141971,41,0,0,0,0,0,1,1,0,0,91,4
NM_001198791,1474,1893,1288,1076,1464,832,1116,1404,1697,1262,2267,1426
NM_001198790,0,0,1,0,0,0,0,0,1,0,0,0
NM_206823,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198792,232,256,270,215,162,293,282,645,790,331,553,436
NM_001037502,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141978,0,0,45,0,0,0,0,118,538,317,126,0
NM_001165980,438,469,417,363,391,292,297,337,486,353,671,532
NM_001165981,0,46,0,0,0,32,49,83,0,0,68,0
NM_001165982,18,3,3,20,7,7,16,7,31,3,21,7
NM_001165989,1892,2206,1862,1378,1666,1455,1830,1573,2757,1798,3275,1534
NM_001272040,0,0,0,0,0,0,0,0,0,0,0,0
NM_025280,297,422,291,283,325,237,280,272,290,195,469,295
