ms1_peak_id,Resistantcells0003.mzXML,Resistantcells0010.mzXML,Resistantcells0017.mzXML,Resistantcells0024.mzXML,Wtcells0001.mzXML,Wtcells0008.mzXML,Wtcells0015.mzXML,Wtcells0022.mzXML
Group,Resistantcells,Resistantcells,Resistantcells,Resistantcells,WTcells,WTcells,WTcells,WTcells
896,6099.530762,6616,6360.144043,6438.124023,5689.286621,6605.40918,5886.200195,6655.587402
897,5012.950684,4576.516113,4568.495117,5910.015625,4293.283691,5240.616699,5715.747559,5436.920898
898,5428.598633,4792.514648,4914.649414,5312.190918,4575.287598,4539.194824,4340.094727,4323.440918
899,4540.039551,3720.660889,3818.815918,4870.578613,3554.073242,5205.945313,4930.188477,3747.34082
900,138414.625,81694.58594,74706.42188,105657.7734,121378.8906,211291.8281,141099.0625,148082.1406
901,205236.9375,193206.2031,194943.75,194139.9375,189641.0469,199261.4063,211150.0625,198076.8594
902,190071.6406,202708.7344,192818.6563,197878.125,195834.0156,209058.7344,197535.875,203580.6094
903,208707.2813,181507.125,171936.4531,175160.2188,201934.2344,180524.9531,185112.0469,190832.4219
904,66004.82813,148585.7344,106973.6563,208351.8281,82990.6875,198307.2656,143405.6875,196522.3125
905,32029.22461,76146.69531,40260.10938,111808.8281,47805.72656,80832.60156,65817.90625,83441.57031
906,22307.91211,41617.3125,26808.34766,56426.01953,25047.85742,53907.625,35486.47266,56133.80078
907,13026.77637,29124.76172,17996.82813,34895.81641,15674.80176,41566.31641,27698.63867,31976.55664
908,8154.834961,15994.14844,19003.79492,20337.08398,11916.11816,19983.15039,22007.29688,23578.96484
909,9484.896484,19779.78125,12810.27539,20737.41797,10209.08301,20320.99219,19062.90234,19411.2793
910,202634.1094,182842.3125,191993.7344,193774.7969,186160.4531,195344,200219.2344,206234.5469
911,195014.1563,191107.8906,197457.875,205377.6719,205988.2969,202496.4219,191834.0938,203433.5469
912,33472.50781,31317.03906,35741.25,37060.88281,32272.70313,30578.81836,36087.93359,34876.57422
913,5404.520508,5146.903809,5787.621094,5984.208008,5590.194824,5184.44873,5252.506348,6147.733398
914,58155.83203,99483.41406,152412.2031,204856.4688,37146.68359,68615.5625,68393.73438,203811.4844
915,9182.145508,9032.796875,11547.93164,17167.46289,4637.893555,8814.536133,9783.325195,18184.55664
916,149718.1406,204407.3906,125597.8672,154872.5938,79554.04688,89325,64050.87891,93145.61719
917,78397.125,111318.1641,61998.375,72726.67188,22907.64258,28646.39453,20682.26758,31629.39648
918,27008.83984,32729.21875,23796.25781,25685.48047,9223.881836,11271.74414,8160.979004,13710.5166
919,23576.07617,30686.92773,17569.36914,22340.2207,7766.496094,10068.73535,7657.541992,9004.332031
920,12793.48438,16540.41992,10293.04004,11514.86133,4140.35791,5237.991211,3860.346924,4865.635254
921,10184.49219,14576.53516,11172.125,11726.57031,7060.460449,9227.146484,9355.833008,9418.859375
922,8519.024414,12241.74902,7731.875977,8681.000977,3511.700439,5341.125488,2901.079834,4551.192871
923,7753.456055,8312.242188,6624.700195,6425.65332,2730.271729,2588.826416,2312.783936,3444.178711
924,21542.74609,75903.69531,53698.35547,194269.4844,117239.6875,160931.4219,135303.375,201819.875
925,135229.9219,153659.3125,139165.0156,181727.625,159470.7813,191152.7969,168478.5938,201682.7188
926,200464.7969,177034.9375,185536.7188,178147.4063,184081.6094,167952.6563,189204.8125,165371.6563
927,135860.0781,145534.3594,110577.2578,183314.7031,199922.9531,121266.2266,146335.0156,119407.0859
928,179049.0938,170123.7656,171922.5469,156846.5938,162115.3594,174912.5938,176690.5,198965.0781
929,198901.5469,158764.7656,185797.2656,161951.3438,154271,172212.9688,156373.8438,189595.5625
930,73793.60156,160050.5625,92412.51563,198178.9688,67414.72656,182222.1875,103410.4219,171633.5313
931,31788.77539,58930.64453,33766.22656,59139.36328,22219.70703,51564.10156,25683.21289,39980.42969
932,4571.22168,9984.963867,5144.416992,10648.43652,2931.461426,7864.744629,4378.176758,5614.043457
933,5952.62793,10113.78906,6374.226563,9089.833984,5424.467773,9892.393555,5904.058594,6496.889648
934,2335.157471,5537.966797,2287.385986,7084.51416,2911.024414,8812.733398,3879.80249,7524.844727
935,3450.821533,6738.241211,4020.605957,8147.070313,3847.72168,6311.711914,3032.127686,5187.86084
936,3414.194092,6123.370117,3243.978271,6507.447754,3019.575684,6191.346191,3932.459717,6120.194824
937,66030.28906,196737.3906,127409.1641,155307.625,62391.75781,154481.8125,91938.42188,100411.4688
938,196588.0469,191278.1875,159203.8281,195176.2031,120247.9531,127388.5,102523.5234,123945.0391
939,15980.54102,23496.04102,13842.41016,22595.5625,6389.97168,9339.84082,6610.481934,6363.54248
940,185439.5156,158360.1719,127303.0234,137459.7344,151115.8125,195627.3594,117328.3203,173704.8125
941,178240.7813,159264.9063,167574.0156,165600.6094,178852.2188,169701.9375,193842.8438,171957.0625
942,40863.125,122220.2188,63961.71875,145857.8281,79063.97656,179084.75,91755.23438,193830.625
943,11862.91309,35064.6875,20030.67188,36079.52344,18915.3125,43835.84375,24179.375,47630.18359
944,175557.8125,189850.2813,181055.9063,183717.1094,178158.4063,168136.7813,164745.625,170923.6875
945,187838.2656,165031.875,169229.5781,168393.5469,168094.8125,175860.625,176308.9688,187687.4219
946,22898.71484,22810.48828,19738.23047,20627.53125,20050.99023,19390.57227,20850.50195,25126.32617
947,182613.125,178450.6563,186854.8438,182920.4531,182548.8906,167689.4219,177644.6719,169307.8906
948,42498.55469,41009.86328,51024.48828,31005.88086,45355.79688,36193.07031,42856.10547,41403.31641
949,38435.10156,31971.31836,40070.89063,31661.2793,43817.75,27906.45898,38979.59375,36941.22656
950,32057.52734,26586.43359,30793.22852,29176.7207,36166.44141,24264.17773,35722.69531,34201.78906
951,22625.29102,17546.87109,20371.15625,17594.28516,18933.82813,16175.79492,19540.47656,18737.49414
952,185549.9531,103711.9766,80176.10938,81430.96875,108166.1719,116550.8906,105060.4219,128998.5625
953,49002.65234,25490.98242,15744.26855,15971.375,38425.28516,36939.94141,25961.22461,40962.64453
954,177056.9688,146594.75,181320.2813,133994.8438,162520.0469,139110.7031,168465.3594,157249.8906
955,165869,158556.0313,170005.9844,167149.2813,180078.2344,165974.2031,164254.75,175417.1563
956,119902.2656,105054.3047,103425.2188,101479.6953,99128.08594,103938.7422,125260.5234,110905.8359
957,121240.3828,115351.8594,120231.5313,118495,122918.8047,116023.3828,123690.1016,122570.8203
958,49875.16016,41901.10156,39126.14844,39999.58984,39498.53125,42161.27734,52284.57813,42024.90625
959,49203.95313,42659.42578,48065.03906,44810.62109,48033.83203,44544.51563,43799.00391,47019.78516
960,177699.3438,154624.0469,165919.375,152788.6719,154034.8438,136035.25,158715.7969,151311.125
961,107549.0625,96259.875,78800.07031,149870.2344,95511.94531,122348.375,95559.78125,172588.5625
962,162383.1406,158031.7656,165215.2656,168801.7813,171754.1719,168877.1094,155899.9219,160514.3594
963,25663.90234,72786.11719,46664.94922,97340.92969,51856.96094,159749.1563,101153.5781,171464.9063
964,5452.118164,7154.025879,6003.043945,11575.66211,9305.953125,17360.56641,15931.33398,17226.28906
965,2223.372314,3595.462402,2534.47998,5162.786621,4100.833496,6028.033203,5555.529297,7182.312988
966,20114.97461,46998.95703,31952.37891,46438.50391,63973.18359,143860.7031,74697.86719,171335.3906
967,166134.5156,163949.2656,156529.7188,157894.9219,168806.2813,164981.8438,167146.6094,169120.875
968,101224.4141,169005.9375,91602.65625,166273.5938,55335.01953,118061.4688,67699.05469,87233.17969
969,23453.75,46065.94531,17913.8457,49415.69531,20781.65625,45498.5,28275.3457,30280.85547
970,13162.85938,27534.63477,13028.70898,30905.66211,9136.65332,26832.42969,17229.2832,18753.22266
971,8238.821289,9226.123047,5288.442871,7389.137695,4473.829102,5919.151367,4290.518555,5965.268066
972,5133.732422,6935.152344,6010.692383,7506.274902,2739.366699,6666.512695,3479.558105,5104.476074
973,148968.0625,146996.0313,167480.1094,150608.3594,145457.6094,147824.4219,149312.9688,131899.5938
974,166818.8281,142665.9531,149541.8438,149345.4063,152857.1094,162037.8281,155543.0781,144342.8594
975,115305.6953,96943.17188,79995,127609.0391,120027.6016,144090.2656,113074.1484,166445.7188
976,164305.5625,92195.59375,127046.6563,140230.8594,70453.38281,101700.875,70577.375,77082.26563
977,163479.8906,103323.2578,83299.36719,138164.9063,95276.07031,66204.04688,56915.19141,
978,163069.6563,112832.4297,73596.92188,62698.21875,55159.03516,61658.99219,45838.84375,57401.33594
979,35665.51172,20145.30078,13244.94434,17345.42383,8637.078125,14472.76465,9025.793945,13163.2334
980,14228.04297,7466.630859,7991.128418,7990.321289,,,,
981,153175.4219,127924.1719,136972.75,133121.3438,144225.8281,139401.3438,162259.7344,160585.8125
982,36297.71875,79566.38281,45061.48438,104457.2656,44624.75391,161970.75,73188.39063,155609.5156
983,4534.490234,6496.047852,3598.362305,5832.709473,5109.132813,11049.78418,6558.830566,6007.305176
984,112590.8594,65555.58594,59675.42188,64607.24609,77560.35938,161179.1563,104114.9453,113237.25
985,161160.2344,113473.4063,116551.8594,127932.3906,60979.90234,90484.50781,62656.42578,92648.30469
986,159417.5625,119934.7422,78433.26563,129080.0781,65000.19141,156823.1563,116260.3984,111896.125
987,6723.787598,6971.813477,4597.946777,7056.467285,3594.09668,8086.996582,4705.403809,5612.786133
988,159160.5,143939.625,59756.375,71213.66406,84756.30469,48453.10156,66345.73438,50517.55078
989,113654.5938,108200.375,68865.28906,88172.88281,107704.3438,157249.9375,122846.8281,145237.7188
990,13483.9043,14509.39453,8672.331055,23949.8457,20865.03516,48011.08984,33230.84766,40755.23828
991,140008.9531,156159.625,141181.4219,133655.7969,129132.5469,123031.7578,129127.2266,136617.4844
992,55056.13281,62128.26953,39494.02344,83158.54688,54202.48047,155613.7656,101766.3984,135129.7656
993,72778.80469,63137.28906,41729.87109,73041.35156,111133.4609,152865.3438,99257.75,155567.2188
994,10743.62012,10734.29785,7872.908203,14412.43457,12666.82813,17418.76953,12732.83008,17551.28516
995,142703.4219,101117.0078,155397.5469,91139.75,148039.7813,85370.21875,132764.1406,71418.70313
996,154497.1875,136259.1719,137780.7344,144680.75,111714.7734,98226.5,97688.6875,88979
997,52273.24219,53261.41016,51786.87891,32597.89258,36416.12891,20130.25977,29127.125,22352.09961
998,32796.60156,33153.25,25492.125,26628.77148,22024.13281,15191.95996,15287.37598,13018.93262
999,133777.8438,132773.25,154000.6875,135843.9063,149276.7188,147174.0156,140672.9531,131718.75
1000,153405.5313,140763.8906,151011.0938,145944.9219,147584.3438,148787.9688,149624.1563,142563.9688
1001,79764.35156,79949.69531,83943.39063,77084.59375,82833.71875,80978.28906,72852.49219,76905.54688
1002,140533.7031,144383.5,150008.4531,144131.5625,144341.5469,146781.0781,146718.5469,153159.2188
1003,145695.0469,139420.25,148346.75,127187.1406,141601.9063,142190.8281,153063.6563,140387.1563
1004,70165.76563,64107.35547,71635.32813,68478.03906,88973.69531,54069.98828,108760.4766,152534.2656
1005,143429.5,138484.8438,148374.2656,132042.2969,130861.7266,116116.9609,126548.7969,125758.5781
1006,17244.58398,15063.08594,14553.38574,15887.7627,13610.09863,14198.9668,16872.86914,13941.53613
1007,143375.9375,80085.76563,72068.39844,80724.14063,147266.0781,105036.3828,92181.73438,107589.125
1008,9136.369141,6250.870605,5157.293945,6389.84082,10350.78906,8745.314453,7833.652344,6566.687988
1009,77269.79688,95305.21094,34968.94141,99603.28906,50598.30859,146552.25,52823.09375,134646.7344
1010,47240.41406,87031.10156,48501.25781,105897.1875,56919.45703,143140.6406,72499.76563,145180.5938
1011,139236.7969,127601.5781,131795.7344,144320.3594,144883.3125,133070.9063,142800.8906,128019.5391
1012,53932.73047,52122.82422,29750.14453,54920.29297,44368.41797,143113.1563,71643.40625,82070.13281
1013,65974.0625,53889.32813,106711.2813,70409.32031,126279.5703,121675.3906,118482.8281,139825.125
1014,137443.0938,125701.4297,129024.8984,130219.2109,127874.0938,124329.8281,133405.2813,124737.7344
1015,10198.35938,9093.795898,10154.88867,9378.427734,9974.010742,8190.026855,9590.957031,7980.558594
1016,7233.81543,6355.817383,7219.336914,6736.04248,7521.076172,5475.302246,6536.712891,5162.575684
1017,135880.6563,119144.3828,124482.8516,127436.4375,120915.3672,136790.9375,131091.4063,124722.8906
1018,11042.19629,24646.44922,18445.09766,28618.37109,64867.71484,130640.9141,123243.9297,136022.9531
1019,22034.37695,43361.03906,17903.79688,23964.86133,45900.94922,68870.73438,48761.41406,67503.20313
1020,80218.54688,72325.47656,85359.64844,124993.1406,106067.2813,91828.49219,108459.125,135149.9844
1021,132947.8906,127410.0703,130821.6641,128229.1797,121403.1172,130242.25,129400.1797,131874.6875
1022,17992.33008,22494.11719,18829.73438,15567.99512,16622.82031,17813.6582,15377.54199,21321.27148
1023,5468.273438,5678.828613,5828.160645,5137.22998,5976.321289,5682.393066,4919.138184,4891.87207
1024,123395.8359,117406.6328,124034.4531,115787.9297,118653.5625,122829.2344,122133.6094,131586.6563
1025,93860.21875,81737.85156,91316.09375,77387.20313,89142.89063,81576.84375,80285.44531,87335.67188
1026,50734.62109,59747.0625,55649.53906,61354.14844,55248.82813,51842.40625,55215.65234,58628.32813
1027,38420.21875,37614.27344,41326.92188,35121.35156,39137.41406,40398.92578,42677.11719,39934.83984
1028,20658.82813,18551.50781,23761.10547,18150.99219,19976.95313,22001.17383,18916.26563,20955.70508
1029,58182.26563,131145.4063,56506.30469,114485.2109,42411.19922,105464.7578,60264.08203,84942.71094
1030,3688.722656,5336.958984,4009.867188,5612.545898,3039.644531,6116.477051,3893.958496,4570.204102
1031,72717.09375,129344.5313,61951.76953,118088.8672,52536.87109,93135.90625,57157.78516,69053.11719
1032,120365.6484,110247.2578,128999.4688,125042.3438,105335.8906,99329.22656,111397.2656,109294.3047
1033,126477.2188,125310.875,120343.8828,121363.4922,116729.625,112756.5859,119017.3359,127242.6406
1034,5238.487793,4064.071289,4321.527344,4439.03418,3481.181396,3111.258789,4145.85498,4197.915527
1035,122810.9297,113676.1719,126814.9141,116647.1797,116426.0625,100695.6406,121731.1328,104319.75
1036,106959.6172,93849.38281,91142.53125,118399.2656,74462.375,85221.57813,68237.40625,126227.0234
1037,51896.29297,48757.82031,35513.94531,54381.17969,101107.5234,125500.0469,71965.11719,106126.1875
1038,125370.4688,124243.4531,106418.8984,118648.2813,108208.5703,118340.2109,101858.875,124814.7734
1039,121613.5703,117406.6328,109027.6094,115787.9297,118653.5625,122829.2344,116899.75,125239.0625
1040,81537.02344,78995.77344,84946.34375,76424.47656,79481.82813,80465.74219,80285.44531,87335.67188
1041,57643.59375,49612.66797,55781.85547,51822.85547,53870.94141,57980.9375,50152.32813,53722.67188
1042,21548.16211,20404.55859,17120.81055,16192.94238,16476.11133,18860.18555,18014.43164,21078.2168
1043,7916.65918,6865.706543,8289.261719,8481.680664,7620.78418,8466.010742,9596.408203,8278.027344
1044,79448.34375,109358.1484,55076.54688,124256.6172,40553.63672,112720.5313,53427.125,75121.84375
1045,117784.6563,107844.25,70963.77344,111457.2578,117191.9297,123738.6875,96287.17188,95849.15625
1046,120780.6172,114885.4297,116646.0938,121522.4375,122720.3203,110601.1484,118891.3359,115132.1719
1047,23146.0332,56105.36719,38192.09375,103387.9219,41899.49609,108711.5781,71536.78125,122614.0781
1048,119902.2656,105054.3047,103425.2188,101479.6953,99128.08594,98280.10938,122401.5078,110905.8359
1049,89967.3125,95997.94531,112586.0234,112680.1797,122188.0703,79038.47656,119220.2422,80004.38281
1050,50691.10156,121204.8047,92494.22656,58884.09375,56927.07813,29706.46484,66789.04688,26936.77148
1051,121161.1719,116757.7891,90924.04688,109542.1953,,,,
1052,63815.82813,60545.84766,40129.83594,63808.50781,10866.14648,26125.63477,19173.56055,25987.98438
1053,76339.67188,104931.2656,83288.15625,96935.0625,120499.3906,76394.07031,78420.96094,101705.2969
1054,20737.65625,38757.95703,25454.61719,43200.84766,57552.19141,116279.7188,86569.47656,118858.5234
1055,,,,,40270.06641,27038.34961,35720.50781,56760.58594
1056,75560.69531,117508.9219,60838.07813,104009.9844,39921.50391,102128.3906,62576.60547,71253.40625
1057,106748.8516,92603.21875,104658.6172,95715.1875,116557.7422,86232.10938,101974.7188,91155.69531
1058,102162.4609,108476.4922,73130.90625,116193.5625,62612.66797,113282.3203,101989.6172,95021.63281
1059,109039.3125,93669.76563,101889.3047,86277.52344,93701.44531,101125.4922,116033.8828,109703.6094
1060,82903.49219,68853.59375,115627.2813,83804.71875,54769.85938,70160.96875,46405.71484,68546.05469
1061,106264.1094,108399.2734,108688.9453,108038.1641,113951.2188,114047.1328,115605.1484,111829.7969
1062,115037.4297,70155.53125,101071.5703,63082.76172,97204.75781,55973.88672,87562.20313,57906.85938
1063,64177.39844,51191.87109,55116.84766,47232.63281,60986.14063,51867.36328,57372,45541.34375
1064,96068.79688,82225.35156,68692.32813,113698.5547,80096.32813,83137.90625,56664.48047,55098.58203
1065,81748.21094,112866.2031,69781.10156,102846.6016,36661.13672,55122.13672,46968.07813,40118.26953
1066,21740.93164,48756.58203,28745.67578,50757.42969,13094.32129,23911.1543,16260.15137,25087.57227
1067,67370.23438,92424.97656,63521.91016,112808.7734,99682.30469,91653.84375,73623.09375,82694.36719
1068,86806.5625,98245.70313,94844.63281,112215.1719,87737.60156,46765.21875,46306.73438,51119.95703
1069,16615.14258,28696.71875,23213.36914,30128.38477,22215.39063,13105.0166,7514.696289,13120.8125
1070,14287.62891,27958.33984,22201.14063,29257.79688,12959.42676,13911.11719,5663.944336,6345.900391
1071,16519.68359,22954.31445,21338.01953,25681.18359,20864.34961,15371.07813,16053.62695,17694.6582
1072,4334.031738,11657.59961,7318.822266,10703.52832,7232.932129,,,5715.961426
1073,8536.414063,8770.494141,10857.91016,10049.1543,6483.028809,5731.250977,5229.089844,
1074,35178.51953,54897.67969,45219.52734,73477.40625,46567.92188,95850.60938,61039.20313,111260.4844
1075,96662.60156,92163.32031,98764.625,88131.57031,89825.49219,93982.60938,104275.6406,111224.5625
1076,96059.03906,110985.8047,104055.5234,104588.5859,108354.7656,105621.4063,97368.03125,99338.94531
1077,110207.4766,65096.92969,51250.61328,97105.02344,74361.71875,67662.66406,49607.03906,51270.73828
1078,27733.75195,22212.79297,16016.64844,36804.92578,23720.18945,17123.12695,12922.01367,14912.69238
1079,107541.5156,67782.48438,105335.5938,90293.51563,94242.42969,92141.1875,96862.96875,106691.2734
1080,107361.4531,72714.03125,92758.125,83542.69531,72069.95313,39901.69531,56545.87109,55210.33594
1081,55407.87109,33336.01953,41407.03906,30294.56445,33959,23161.7207,26474.28125,28680.16797
1082,106849.2891,51837.98828,45269.20703,33680.21875,105398.25,74569.03125,51552.27344,65286.33594
1083,103802.6797,99526.57031,94887.21875,93890.75,87590.53906,100438.7734,106703.8281,96186.71094
1084,85166.92188,84207.60156,85715.35938,86136.57031,70795.48438,83992.1875,97470.35156,106016.9063
1085,12871.96289,13043.0332,12152.71094,13764.70703,11475.13672,12385.58594,12042.62207,12310.34863
1086,103720.1563,96214.11719,104658.625,87726.28125,90811.75781,86736.67188,98974.15625,81361.30469
1087,103807.5,82529.32813,89807.92188,87345.61719,85974.32031,89404.60156,92211.77344,98556.28125
1088,98939.78906,88763.875,93272.38281,94578.00781,94356.69531,95364.75781,102466.0391,102784.8672
1089,62797.125,102639.4609,62193.12109,99275.25781,35198.19141,72469.33594,49001.08984,71766.70313
1090,5894.998047,8977.666992,5013.698242,8408.017578,5045.955566,7979.189453,5866.504883,7588.178711
1091,95389.09375,96961.0625,102382.9063,95394.625,99316.8125,102126.9375,102579.0547,98963.11719
1092,102287.0391,96230.21094,96157.79688,93083.53906,88268.04688,93732.79688,101773.6563,97011.11719
1093,62648.94531,101912.1406,57113.20313,84222.51563,47032.40625,75218.59375,54040.16797,63384.55078
1094,32947.48047,50710.625,35628.33203,80091.875,31958.05078,91477.92188,68732.79688,101650.5078
1095,84069.69531,83715.64844,87436.4375,86730.72656,101459.75,84159.125,93518.71094,99902.65625
1096,30537.25977,44247.6875,24668.83789,48981.47266,40035.38281,86685.14063,49284.76172,100712.0313
1097,5489.646973,7045.88916,3724.584473,7818.487305,6786.356934,21489.23633,9915.708008,27052.16797
1098,14731.11426,14860.29297,10258.4082,15723.0459,14821.80371,21756.8125,15157.84961,23598.64453
1099,92280.92969,84474.49219,100383.2734,90217.42188,97361.89063,72478.97656,81565.45313,74418.29688
1100,43986.78906,100305.4766,49187.07031,91605.11719,30713.91992,68519.53906,33707.22266,60556.83984
1101,7858.148926,14537.26953,5143.628418,15364.1084,,18185.6582,9121.544922,8867.338867
1102,68687.21094,100063.5547,60709.40234,90018.28125,45247.15234,70169.89063,55148.32031,64122.64844
1103,22742.58398,36624.69141,21513.04883,37297.93359,19923.63086,29398.4043,19894.10352,23273.42773
1104,93369.92969,95545.73438,88670.51563,96411.58594,80822.6875,95076.40625,93368.47656,99983.99219
1105,96381.78906,91660.97656,86426.5625,93746.36719,91163.8125,89873.10156,99904.53125,96629.34375
1106,79873.33594,59418.23438,47255.29688,67066.55469,53669.98438,69254.09375,66376.85156,97433.01563
1107,22215.82617,17939.23828,14580.43164,22274.51367,16164.54688,17431.5,13339.33008,30503.9668
1108,7389.671387,7347.84082,5945.187988,8234.381836,4666.020996,5947.314941,4943.966309,11863.2373
1109,91227.375,96130.89063,85889.45313,94536.54688,92227.82031,86325.69531,85977.4375,82852.19531
1110,95076.53906,56995.00781,37898.02344,54301.74609,54932.78906,71880.32813,54472.22656,86196.9375
1111,82531.60156,83713.99219,94899.33594,78613.72656,67659.34375,81623,73911.15625,79126.83594
1112,39605.94141,37433.03125,20217.61914,39264.80859,62919.41016,93468.57031,52390.24609,82462.61719
1113,,34389.83984,30308.39844,59352.35938,47165.71484,86528.36719,62031.13281,93054.55469
1114,81688.21094,89723.50781,83452.34375,80735.0625,84430.17969,92781.46094,86954.53125,82763.71875
1115,92122.92188,50228.62891,32503.6875,78168.72656,45398.13281,61226.33984,40009.78125,61421.32031
1116,91715.16406,65291.78906,41390.80859,54700.06641,57072.91016,87664.26563,54467.48438,89487.14063
1117,79652.4375,58657.15234,54414.03906,58795.54297,67226.02344,91635.64063,54752.42188,71461.00781
1118,13074.5625,8177.652832,7184.635254,9243.636719,10431.6748,14118.19727,9028.435547,10747.18945
1119,71990.60156,91403.07031,63843.21094,81199.75781,53752.78906,84442.19531,54702.94141,68414.39063
1120,34072.67188,43057.30078,33093.5625,58429.64844,39111.87109,79007.10938,67116.19531,91049.25781
1121,58280.41406,90803.32813,51754.11328,69899.08594,17506.18945,41171.89063,24235.53711,41496.32031
1122,42357.89844,80235.57031,30363.68359,72709.05469,37793.45703,90328.47656,41855.92188,54904.44141
1123,62357.86328,63890.96094,34812.71094,32416.09961,52079.05078,85999.99219,48262.74609,90040.8125
1124,87412.8125,65373.87891,89758.34375,48656.13281,62673.125,55262.99219,56702.77344,47847.54688
1125,40392.59766,31167.73438,89758.34375,28008.5332,28472.00781,30686.44727,28920.57617,29621.12305
1126,82745.70313,83522.0625,83031.60938,79173.35156,79512.46875,84797.54688,85668.47656,89252.48438
1127,78011.03906,71511.09375,85238.50781,68180.92969,76816.21094,73241.23438,88788.21875,81127.36719
1128,15428.0791,12025.76172,14088.2041,11428.99805,10799.16113,10929.77734,10429.45313,14302.4707
1129,9988.178711,8782.993164,8784.97168,8258.404297,7063.359375,7038.795898,7178.322266,7908.723633
1130,74330.46094,68853.59375,56265.75,88434.59375,54769.85938,77491.07813,48324.99609,58054.98047
1131,43134.49609,24458.78906,27520.55078,29563.91602,87805.5625,64821.45703,75904.94531,82682.38281
1132,9663.088867,14696.6123,11153.88965,10084.2627,24646.04492,23662.41797,22482.42188,15725.94531
1133,87727.57813,51513.98438,44847.34375,57417.08984,43892.32031,56566.4375,46933.98047,74148.97656
1134,80048.39844,74125.08594,86497.59375,70281.77344,80979.03125,58850.61328,73593.03906,68117.10156
1135,11277.64844,9709.511719,11295.43945,7997.015625,9766.753906,10153.92969,10936.4082,10499.41504
1136,39874.79688,66847.34375,31951.71875,61319.00781,38677.5625,86032.53906,57373.55078,60667.29297
1137,42062.6875,40758.50391,53426.13281,81724.0625,23494.54297,32263.37109,44261.55859,85261.77344
1138,47252.76172,41722.09375,37097.26563,84401.6875,64473.32031,85005.28125,59408.15234,63934.47656
1139,14321.55371,38007.81641,33911.07813,35249.64844,73950.30469,67555.47656,81369.92969,84098.84375
1140,66449.11719,76413.99219,77412.9375,67997.39063,62572.60547,76720.35156,68281.42188,83834.10156
1141,54029.27734,80581.48438,65633.74219,78023.59375,72351.36719,83753.17188,77955.52344,80088.65625
1142,78021.625,78571.09375,83197.92188,77591.47656,82362.01563,71222.78125,77952.65625,70835.15625
1143,14581.1084,13020.89648,14045.64941,12530.45605,14814.45801,12738.01563,12275.05762,10911.62598
1144,12235.12695,10421.6875,12944.66113,10120.82324,13539.24316,9525.632813,11277.99023,9806.138672
1145,31815.93164,61256.66406,50717.35156,56806.72656,76144.41406,69867.60156,83035.42969,81959.17969
1146,45953.91406,61634.90234,72018.82813,81211.9375,29144.96094,52732.03906,29250.58008,52406.10938
1147,49451.8125,25670.01563,22707.48828,33088.89453,54854.875,80767.35938,58759.57031,58514.21484
1148,55120.96875,80675.875,76953.13281,73421.29688,67702.77344,78898.53906,74223.10156,77943.25
1149,22169.08594,33454.90234,29924.89063,32330.92188,26898.30469,33685.74609,31473.55273,34973.72266
1150,45928.50781,80675.875,70334.51563,71721.8125,59551.16016,73760.23438,67302.49219,67314.53125
1151,65432.74219,80228.35938,48097.38672,77883.90625,47439.8125,72829.08594,48905.94141,52821.95703
1152,76701.20313,76521.21094,74053.60156,73167.89844,75767.78906,68187.57813,80098.625,74374.91406
1153,73090.1875,68939.59375,73386.94531,69185.74219,70664.59375,69425.57813,79884.92188,72407.53906
1154,50966.51563,42482.22266,39471.49219,57666.21484,52683.17578,47421.90234,53615.76953,79732.07813
1155,6882.976563,8163.740234,5549.930664,10852.37891,40169.19922,54856.26953,44289.18359,79659.83594
1156,68822.71875,78755.24219,73429.78125,69809.94531,77022.08594,59927.44141,63225.15234,54749.41797
1157,70128.4375,77438.82031,46686.91016,78702.625,43007.98438,68565.17969,38749.58203,41299.42578
1158,30047.38477,29592.33398,18888.91211,35335.17188,21216.95117,29527.58789,17997.91602,19289.5957
1159,11155.07715,15250.81543,5660.000977,14760.29395,5820.719238,10176.13281,6128.811035,8025.903809
1160,6360.529297,9848.290039,4631.555176,9821.755859,5716.493652,9280.206055,4794.217773,7393.980469
1161,5047.662109,5626.29541,2682.648682,7639.266113,1877.512085,6773.419922,3962.271729,4162.229004
1162,71133.9375,70631.14063,66147.64844,67018.85156,78495.6875,71832.79688,68103.39063,69053.21094
1163,35604.53516,34391.34766,21888.46484,33932.87891,59082.87891,77986.60156,49737.34375,70680.10938
1164,77889.05469,66231.75781,70229.8125,65812.90625,72540.21094,65108.15234,68392.88281,73884.07813
1165,41572.58203,73832.09375,38525.06641,32822.66406,27995.96289,77687.23438,45627.21094,69946.63281
1166,37280.58594,26095.98438,15828.20215,17850.7168,51898.06641,77353.66406,34263.15625,35221.71875
1167,64378.38672,56415.80469,42225.84375,40443.30078,55210.26563,76348.75781,66622.02344,65542.17188
1168,76235.64063,37483.03125,37015.11328,72474.61719,49919.5,37267.58984,33286.78516,37172.30469
1169,29952.67383,60365.69531,34311.6875,53141.74609,49744.26172,76042.39844,43748.35156,57514.26953
1170,29988.0293,48261.30078,35040.73047,74766.97656,41206.69922,40352.17188,34365.59766,38306.64844
1171,69723.58594,69409.92969,63639.98438,63844.04297,66669.82031,72754.50781,74390.13281,72805.50781
1172,60313.69141,65691.69531,73477,59165.62891,63693.78516,53700.06641,61557.67969,59867.62109
