ms1_peak_id,Resistantcells0003.mzXML,Resistantcells0010.mzXML,Resistantcells0017.mzXML,Resistantcells0024.mzXML,Wtcells0001.mzXML,Wtcells0008.mzXML,Wtcells0015.mzXML,Wtcells0022.mzXML
Group,Resistantcells,Resistantcells,Resistantcells,Resistantcells,WTcells,WTcells,WTcells,WTcells
2410,20737.55273,38245.60156,46271.48047,37314.71094,17698.44336,26015.33594,16676.53906,25035.28906
2411,19230.70508,30847.47852,29955.76563,28621.37305,13996.12012,23729.82813,18157.0918,21610.13086
2412,12372.72266,25083.25195,20472.20508,24384.74023,10934.4209,16827.93359,11672.56543,15143.48828
2413,7344.146973,13778.9248,11827.72168,13230.68945,8262.754883,11279.86523,7865.542969,9475.641602
2414,9543.335938,12178.58008,10229.58008,10720.06445,6963.217285,7926.01416,6745.150391,7762.532227
2415,9680.443359,12027.16699,11709.9375,11363.69434,8901.06543,10338.56152,9338.964844,9429.87207
2416,8264.248047,10822.50879,11722.29492,10288.00391,4665.787109,6802.225586,5707.26709,7033.619629
2417,4111.110352,11141.32031,6530.310059,10206.18457,3184.481689,6301.88623,3686.36499,4846.747559
2418,4689.036133,5604.40625,4066.599121,6724.483887,2928.214844,4244.195801,4180.388672,3543.810547
2419,2936.522705,4474.14502,3054.268066,5357.577637,2222.318359,2527.827881,1949.564941,1879.960938
2420,149631.0938,141529.3594,133021.8594,138760.4219,151722.2344,134533.8906,143046.4531,138814.6563
2421,8098.5,6267.752441,6670.624023,6109.447754,7098.88623,6069.071289,5983.760254,5408.83252
2422,69267.32031,34019.03125,97174.08594,48466.03125,151602.2031,22249.25977,110669.8828,77127.27344
2423,4376.831055,5167.994629,9367.646484,6715.436035,14171.40723,5800.225586,13302.31641,7205.697754
2424,16132.44336,23090.44531,20750.74414,50790.68359,38590.65625,139816.8906,87689.90625,148684.5469
2425,6018.88623,22615.76758,12148.77344,25314.91016,15020.31543,50372.5,27337.35156,48303.18359
2426,3392.752441,11558.05762,6909.389648,15584.47461,9711.456055,27622.39063,16775.14648,27014.88477
2427,2783.503418,7032.518066,5014.951172,8459.035156,5895.128418,11177.58203,10897.61035,14388.75977
2428,3971.263672,6771.278809,5135.986328,5276.802734,11743.4834,13898.23535,10790.05078,10635.71094
2429,141055.2656,60715.98828,147527.3281,43450.19141,145405.4688,34318.94141,103687.4922,41370.29297
2430,135876.5,116781.25,124884.9766,123153.4766,144432.5313,106846.1563,127920.9219,116572.5
2431,82413.25781,85465.34375,59273.85938,110278.2969,97968.3125,134904.8906,103383.5703,142691.0156
2432,23677.41211,20440.99805,16311.89551,29747.39844,25470.89648,41726.22266,28546.0293,41389.09375
2433,1381.589966,4191.69873,2268.342529,8475.949219,3703.461426,12904.88867,8140.745605,14467.16895
2434,5215.208496,3739.314697,3088.866699,4875.567383,5350.382813,6089.968262,5085.896973,6803.26123
2435,5215.208496,3739.314697,3151.311768,4875.567383,5350.382813,6089.968262,5085.896973,6803.26123
2436,108319.0078,106666.25,137869.8281,104938.2344,105398.7344,110351.4297,141651.875,131400.2344
2437,42082.26953,63610.14453,70661.90625,71965.53906,141196.0469,108703.5156,126548.1172,128538.0156
2438,95068.82031,140394.5781,101581.5078,141049.5469,58153.96484,141048.7188,92786.125,133207.2188
2439,4553.419434,7777.121582,5666.000488,6352.539551,3822.104248,9528.074219,5737.672363,6218.748535
2440,6195.140137,7916.692383,5496.099121,8127.884277,4531.617188,8609.300781,5356.918945,6556.292969
2441,140944.1719,127681.7344,117389.0391,121423.1016,128232.8281,134275.4219,139884.5313,126089.7188
2442,139221.1563,130789.0234,130486.1641,130628,131881.7969,116056.5391,123056.2109,111461.8828
2443,88657.53906,100615.5391,134558.8281,115151.2109,123159.6953,96305.54688,138994.2969,127962.2031
2444,7826.907227,9746.248047,19255.79297,9947.380859,17576.93945,7858.527344,18228.4375,12736.22168
2445,36435.17188,70927.46875,57047.71484,81684.82031,35264.80469,135583.9063,70456.59375,135811.0625
2446,9383.720703,14704.66895,12495.60059,17223.92383,8808.120117,20794.07227,13584.15137,22450.94531
2447,4640.317383,6042.12793,5505.367188,7328.533203,3890.168701,9262.804688,5772.48584,7718.1875
2448,133401.25,65474.74609,94697.89063,110489.3203,53348.64844,71480.42969,50976.52734,62851.44531
2449,99933.78906,132813.7188,49057.59375,95930.73438,52722.23828,107052.5938,39696.86719,131853.2656
2450,25890.45898,34194.13672,24262.78711,27122.22461,24694.91797,36179.74219,24428.78711,37989.60156
2451,100241.4922,80047.4375,130477.6875,93302.48438,122915.8203,85415.85156,114458.3906,83105.25
2452,113826.8672,129475.3594,109438.5625,108990.0547,113659.1094,109052.2969,111372.2344,121199.375
2453,31128.7207,102457.5625,42024.125,128343.6172,33549.30469,106669.1328,47459.78125,90531.85156
2454,32691.6875,60977.62891,26354.94922,68612.07031,22291.07031,67128.26563,31600.42383,52749.95313
2455,17493.20898,14912.73438,35013.70703,13802.33691,127985.6094,19930.30273,88602.3125,40383.07813
2456,29159.54883,44753.23438,49321.62109,12535.13965,27153.42969,127756.3984,41608.98047,23317.93359
2457,108340.2109,125445.0859,88321.69531,83723.0625,89682.46094,121651.7188,97886.15625,105768.9844
2458,122060.8281,113506.6719,114546.8047,123863.1406,109360.4609,116199.8359,118409.8594,116743.7891
2459,84462.70313,86013.89063,82466.88281,105058.8359,70398.0625,99132.25,122446.875,114255.2734
2460,81872.9375,116529.8203,80381.48438,122349.8281,65080.92578,108466.6328,77644.90625,95123.66406
2461,29360.5957,39573.84766,27363.17578,42003.74219,23106.86133,38976.62891,24956.70703,34137.88281
2462,23103.29883,24213.85938,17039.12109,30362.61719,13005.67676,27604.30859,18044.62305,21178.9043
2463,14930.7666,13793.54199,8708.964844,16268.00684,7081.463379,14443.11523,10447.84082,11807.00391
2464,8113.813965,11255.83594,8794.224609,12134.56348,6658.143066,10889.88281,7738.375,9341.699219
2465,4169.28418,6024.434082,3856.858887,7403.459961,3559.398926,5826.221191,3456.045166,4161.474121
2466,35097.87891,29194.35156,15625.27246,20654.20508,70586.96875,121620.4531,53756.60938,101840.7578
2467,14886.80664,13605.5166,6538.054199,13643.15234,26334.31836,23435.96484,18964.81836,27692.05664
2468,4543.053223,,2207.225098,1909.82251,8594.768555,8533.84082,7072.944336,7862.53418
2469,8580.181641,19853.77344,13064.74902,22906.74609,21534.19727,121207.9844,70950.21875,115933.6328
2470,2253.898193,7278.830566,5770.345215,7605.769043,5018.767578,8277.918945,8813.295898,11806.55664
2471,52336.8125,60309.68359,47162.21094,59579.41797,41471.89063,93551.82813,95430.99219,119906.5156
2472,54167.98047,69401.60938,42965.19531,70421.53125,41013.81641,76934.17969,65471.85156,92385.60938
2473,14081.51465,15003.36426,31744.02344,19667.3125,34628.44922,53777.52344,77562.95313,64959.02344
2474,17768.79297,19313.06641,18008.58398,19026.46484,14970.12695,30959.80664,31457.45508,42660.23828
2475,117698.5469,96866.01563,110319.7969,100102.8516,106819.6094,97195.35156,106844.2344,94653.17969
2476,87792.95313,116777.0313,77016.51563,91180.65625,34650.14063,71072.89844,50408.54688,74046.82813
2477,26030.18164,35825.30078,23436.16406,35698.02344,20158.96094,30934.98047,18632.50977,21831.12695
2478,116758.8516,110040.9688,94043.57031,65867.875,92443,76495.88281,105823.8203,48855.26563
2479,101497.0625,116569.6719,94881.74219,81145.0625,99409.94531,85412.32031,98139.375,82918.52344
2480,9589.894531,10972.23242,8746.356445,6017.187012,10743.82715,5213.228516,6914.394531,5470.402344
2481,101497.0625,116569.6719,93251.78906,81145.0625,99409.94531,85412.32031,98139.375,81566.875
2482,116223.7188,91998.70313,90107.59375,102669.7109,94308.25781,91802.75,99792.33594,102905.5859
2483,115798.875,58620.85156,78073.15625,49533.57422,108093.8203,30164.62695,27709.40039,48747.49609
2484,114943.5547,106198.6484,103867.8984,100150.125,102267.8906,96061.45313,98994.10938,93378.07813
2485,26039.70508,35948.98047,28709.64844,22890.6875,28300.20117,114638.2813,37058.125,26405.01172
2486,5019.834961,3453.632324,1510.657837,4366.35498,5845.109863,9131.27832,4394.521973,5178.503906
2487,26655.14063,60642.33594,68744.42188,69405.96875,114079.8203,108528.1016,111460.3906,112299.7891
2488,78062.33594,113715.9453,77016.51563,91180.65625,34650.14063,61412.96484,41859.24609,64632.53906
2489,112632.7734,76379.70313,99298.07813,66420.65625,67666.52344,49536.66406,50580.20703,43219.71094
2490,27520.62305,14891.63965,20743.39063,10769.61426,14033.87012,8575.772461,11690.03125,6236.660645
2491,71430.09375,110184.8438,73888.73438,106595.8828,47400.27344,103356.3672,58661.64453,84738.89063
2492,50456.23047,31897.68359,24743.41211,33060.48438,65018.78906,109617.2734,69080.35938,93605.60156
2493,94490.85938,108180.5703,96219.08594,82119.14844,92758.69531,74618.28906,94507.21875,84099.70313
2494,95503.04688,97381.69531,96509.76563,96284.04688,103339.5156,107880.5234,93122.39844,97483.72656
2495,87519.86719,77378.5625,92789.52344,83315.125,107672.6953,72585.49219,80073.41406,79397.10938
2496,46339.78906,71057.08594,74339.92188,83193.5625,58046.60547,92640.76563,104645.5547,106014.4297
2497,1206.749023,2842.518311,3004.044678,5865.992188,5149.582031,6077.790527,6701.712402,8233.012695
2498,96536.28906,103628.6484,94137.13281,99613.54688,85765.89844,98774.32813,92585.17969,105912.8594
2499,33725.71484,47233.54688,48682.34375,56942.33203,98702.78125,71704.70313,103408.5,102648.2969
2500,73500.50781,102870.1719,74769,103197.7188,47564.5625,91949.28906,75804.27344,78517.14844
2501,90654.21094,86824.75,72633.66406,101887.2891,53537.16016,58745.56641,73270.09375,85047.44531
2502,47347.77344,101735.3047,83379.75781,100281.0703,36162.58984,48013.37891,38925.87109,43871.48438
2503,51321,73183.90625,59795.62109,58299.83594,37692.30469,54534.76172,42361.86328,47186.91406
2504,16621.04883,24938.62891,21062.42969,19033.93164,11322.92676,11485.24316,9995.692383,8566.419922
2505,9142.748047,17133.81641,17554.79492,9463.665039,6736.233887,3984.477295,4931.616699,3912.053955
2506,9189.799805,9890.517578,8836.349609,9112.845703,4161.253906,6040.038086,4076.384033,4408.237793
2507,63041.27344,100346.1875,87664.82031,72468.42969,89865.82813,72715.64844,79646.89063,67511.17969
2508,90222.375,89711,91208.64063,83108.94531,96508.25781,99443.3125,95051.77344,93336.28125
2509,77500.60156,48269.03516,19124.25195,53426.89453,54477.9375,97217.71094,41629.34766,43077.56641
2510,8142.44873,6616.221191,3855.443115,6090.403809,5271.470703,12404.38477,7070.470703,9054.425781
2511,5813.467285,4867.894531,2639.810547,6180.624023,3594.766357,8441.488281,4434.466797,5021.189453
2512,97029.72656,66449.5625,96897.8125,74724.25,83890.16406,64687.87109,61895.89063,65940.25
2513,37931.44922,96838.64844,47424.39453,72265.89063,31782.91211,81472.95313,53950.53906,80559.94531
2514,67498.75,90229.57031,87099.45313,75046.98438,24348.26563,70678.47656,49274.57031,96364.01563
2515,50627.82031,96327.85938,32042.59961,84856.17188,29145.12695,92415.00781,40979.30078,52106.1875
2516,6563.666504,17648.00977,7724.394531,18255.74414,3930.003906,9191.823242,2656.837402,6990.565918
2517,50577.35156,96132.57031,52900.17578,80568.27344,21495.76172,57696.88672,30561.36133,53814.85938
2518,55342.52344,50866.23047,77924.91406,62466.31641,95739.24219,56491.47656,78491.86719,58673.24609
2519,36301.04297,18128.5332,42080.41406,17621.04102,52706.42578,28762.25,39463.58203,31607.37891
2520,16948.60156,16115.16211,20714.2168,19182.01172,22095.49414,17801.23047,22763.18164,19052.45508
2521,93330.375,76648.78125,60051.34375,53113.80469,73423.00781,94388.09375,87211.125,52013.79688
2522,52618.72656,41960.80859,20987.69141,37382.28125,33876.69922,62605.00391,23538.2793,93457.54688
2523,47785.25,50852.73438,48665.80859,52186.65234,52968.92969,54635.44141,92543.16406,57303.42188
2524,17810.71875,19467.68945,18148.42578,18168.86719,22600.06641,22790.16016,26818.97656,21375.26367
2525,2511.165283,2768.588135,4442.51123,3094.723389,3719.932617,2764.766602,7574.320801,4209.702148
2526,91780.42969,87315.95313,86769.53906,79450.6875,60104.50391,59616.75,52384.78125,45442.67188
2527,65926.32813,64380.35938,87221.84375,91706.29688,70870.53125,51945.05078,89290.33594,68003.88281
2528,4105.125,5622.834961,6131.428711,6484.253418,5348.350098,3495.762451,6653.002441,5242.038574
2529,39184.34766,57367.24219,55754.14844,63185.77734,86645.34375,81663.15625,83971.52344,91082.42969
2530,66123.70313,67487.99219,62448.13672,34691.90625,44956.95313,83658.74219,64702.99219,90748.33594
2531,6474.612793,6099.682617,6391.49707,2228.156006,5605.269531,6920.283203,5950.087891,7892.466797
2532,86855.13281,90245.82031,79970.39063,87588.14844,62459.99609,66258.625,63649.07031,63828.53906
2533,26670.95508,27411.38086,24451.15625,24793.26953,19686.48828,20320.07031,21128.80469,20969.95117
2534,88884.48438,85810.27344,84628.625,83916.00781,88680.14844,81036.71875,83865.22656,80483.65625
2535,42910.95703,33705.57031,19607.70898,34251.42578,26012.27344,88588.4375,37521.09766,30373.83789
2536,25480.9668,45532.42578,27684.57422,68243.28906,47554.4375,72668.58594,54453.67578,87823.78906
2537,42928.72656,76316.40625,57262.17188,85355.84375,50742.94922,87251.83594,68530.25,83443.5625
2538,6354.013184,10020.83301,8191.573242,12350.42285,6369.272461,10201.82617,9044.564453,8468.93457
2539,86782.5,77565.48438,65631.10938,73695.15625,72952.02344,69767.39844,83934.85156,71094.45313
2540,78235.75781,84698.07031,83080.625,86221.32813,76732.59375,82449.64844,63071.38672,75419.35938
2541,24227.80078,22019.60352,26269.86523,25168.61914,24172.56445,28053.77344,27048.32227,33166.21875
2542,9066.320313,7541.831055,7166.62207,6542.469727,7792.995605,5555.960938,5034.665039,6576.387695
2543,5346.746582,4050.383301,3843.478516,4302.24707,5364.209473,5933.098633,4597.033203,6452.959473
2544,5236.266602,5068.115723,4771.742676,5041.914063,3777.270752,4201.381836,4962.228516,4351.913086
2545,49317.17188,71291.39844,60423.28516,74354.32813,32771.76563,84083.90625,64944.95313,79156.375
2546,73984.94531,71918.36719,76399.55469,71345.61719,62168.41406,68724.99219,68836.85938,80787.17969
2547,43808.49219,80589.73438,44334.98047,71147.4375,41547.67578,53812.46094,55107.81641,48991.69531
2548,37733.15234,58060.83203,46220.09375,62099.61719,70454.625,79606.07031,66483.61719,79528.125
2549,55239.72656,79296.23438,43962.05859,77053.39844,39969.68359,72430.51563,42609.33594,61957.08594
2550,19250.94336,29381.12891,48909.17969,51945.74219,71499.90625,43925.8125,78574.24219,59156.83203
2551,5557.506348,8494.046875,13141.03027,10373.76758,14326.05762,8604.037109,15732.92383,13361.24707
2552,5692.507324,13822.74023,7306.526367,17436.05078,21956.44336,78284.46094,32889.01563,71667.03906
2553,,,2589.978271,,7031.48291,11222.40723,10507.24902,13450.9707
2554,21498.01953,39569.71094,35965.41797,58808.01563,32309.13477,65222.22266,47746.18359,76704.42969
2555,71348.23438,70049.48438,70532.58594,75527.48438,75808.83594,68108.32813,67492.89063,65349.1875
2556,68728.75,68579.3125,74653.50781,75150.91406,68335.45313,69947.55469,67411.04688,69390.72656
2557,39397.70313,74383.02344,43837.91016,74801.02344,30513.66016,64242.33594,38496.16406,46089.30859
2558,73463.54688,73132.07813,73059.41406,73920.64063,64056.51172,71053.21094,72839.125,73364.875
2559,47400.40234,47779.91016,53626.82422,73920.64063,59958.48438,46606.85547,49386.5625,40157.07813
2560,69941.16406,55912.21484,64108.64063,51767.35547,73224.48438,58521.94141,68347.40625,65540.29688
2561,14523.90918,9898.585938,13339.98145,9521.913086,14351.33008,10166.70898,15201.78418,11084.34766
2562,23023.97266,59591.90625,72673.27344,56850.30078,8533.929688,16455.0625,18493.62695,21888.60742
2563,4953.908203,22231.69727,17541.93359,21939.14063,3650.250244,10660.55566,6593.080078,8467.073242
2564,4844.85791,10369.5,13548.52637,8368.458008,3612.388184,5298.428711,6062.157227,5402.432129
2565,4844.85791,10874.67871,13548.52637,11002.19824,4726.907227,5940.018066,6062.157227,7013.877441
2566,8184.808594,13511.89648,9803.389648,9791.495117,6192.008301,6940.701172,4950.648926,8121.791016
2567,7821.88623,11635.32031,9585.969727,10790.07813,5438.872559,8671.725586,7241.603027,6786.071777
2568,3478.794434,6316.555664,8717.724609,6460.077637,2423.10498,3870.305176,3624.361084,4034.410156
2569,4062.283936,6656.430664,6389.339844,6200.970703,3416.073242,5472.77002,3218.190674,3716.942627
2570,12175.31055,10426.63379,9276.837891,11782.85352,57449.23828,71780.86719,52252.85156,70333.86719
2571,3002.903809,2237.046143,1123.177368,1862.246826,7293.650879,6824.942383,7049.889648,8752.210938
2572,60501.43359,65829,65124.75,53466.60547,71426.32031,37570.22266,61866.21094,41302.95703
2573,69502.08594,67224.35156,51997.45313,57250.05078,39265.49219,60303.73828,46452.46875,45109.37109
2574,7440.62793,8239.358398,4731.665039,7425.940918,4650.004395,7356.703613,5586.563965,5435.377441
2575,37009.09375,68942.07813,32703.22461,66701.96875,23988.18945,60222.24219,28720.28711,44084.59766
2576,3511.656006,24808.51563,12737.39453,41217.23828,20548.46094,51778.58984,36897.75,68576.63281
2577,40120.98047,68216.84375,45041.32031,60908.91406,37701.86328,61042.34375,45837.72656,53378.95313
2578,37088.60547,62444.68359,34021.40625,54792.14844,20971.26953,42541.71484,25341.81641,47788.78516
2579,32991.68359,57414.28125,39225.95703,53483.77344,25825.23242,36890.62109,32723.4668,30296.54102
2580,19258.26563,27780.08984,20347.36523,28508.39844,13167.40625,21814.25781,13559.11035,14534.77051
2581,63416.77344,65377.37109,44086.98828,53166.53516,68159.03906,35006.17969,34170.37891,36094.67969
2582,17518.81836,40211.32422,16541.82031,35383.46484,39283.13281,60851.85938,31460.23047,67414.46875
2583,2010.130127,4603.850586,3238.447266,4220.859375,7360.132813,12936.5498,7809.574219,13596.05469
2584,4320.709961,7459.886719,7048.803223,7646.983887,6740.813965,11692.14258,6259.405273,13117.11719
2585,2456.682129,5902.725586,4961.753906,6218.847656,6914.663086,11121.40625,7312.442871,11360.71484
2586,38431.41797,29214.80078,67289.09375,28626.97461,60323.53906,27825.77344,52613.74219,25400.75586
2587,24903.90625,43535.28516,21391.4082,51532.99609,16857.19336,63570.85938,29104.35156,67185.02344
2588,56680.3125,66285.5,49928.5,56995.96875,46485.875,46076.67969,43334.26953,39972.375
2589,32304.41016,45880.95313,21961.63281,46740.97656,32813.57813,65549.86719,34644.87109,56266.25391
2590,48964.26563,27452.16602,19473.89844,32146.77148,42508.02344,41071.45313,27305.97266,65430.57031
2591,64426.30078,57332.94141,64244.4375,58169.10547,61651.16797,62045.52344,64970.50391,55556.90625
2592,42654.54688,63944.06641,35361.03516,54554.50391,31453.38281,49301.03125,27045.12305,41403.0625
2593,46464.46094,30234.83398,61465.69922,23825.48438,63812.49609,26013.04883,42067.12891,26337.31445
2594,8989.876953,5703.180664,8067.637695,4766.92041,7554.412109,3303.303223,5274.302246,2913.214844
2595,6547.977051,15393.99805,15646.95117,49157.55469,25787.85547,52939.01563,34233.84766,63802.70313
2596,27906.86719,37464.47266,32076.47852,54777.91406,46194.45313,63272.05078,61084.62109,63030.73047
2597,14629.2793,15208.8291,14368.39551,20013.14648,20741.48438,22643.35938,25129.25781,23191.26367
2598,29870.84375,40874.38281,24602.87109,50543.69922,49847.27734,42661.32422,63186.88672,37246.07422
2599,63175.55078,35671.18359,32033.875,30299.92383,28528.93555,28921.88086,25134.02539,25759.48828
2600,16987.73438,9218.816406,9075.103516,9058.783203,8218.376953,9638.619141,6254.634277,6755.70752
2601,62809.96875,58287.3125,54601.22656,54401.87891,55896.91016,59372.17188,59297.40625,57213.42578
2602,57706.73047,57079.20703,61166.01953,54702.19141,58971.85156,58988.08203,62583.01953,59035.14844
2603,20348.69336,43779.92578,24705.34961,47624.27734,23705.04297,57420.65234,38933.99219,62322.00781
2604,4011.674805,7192.36084,3476.168213,9314.054688,5738.03125,13511.05664,8306.6875,15017.77441
2605,5300.533203,7595.26123,4696.097168,7647.451172,4477.054688,8218.495117,4354.769043,6757.361816
2606,20485.36914,58252.47656,24359.11328,61476.17188,58864.80078,44950.03516,35458.44531,34884.75391
2607,16637.64648,37751.11719,61094.82031,32045.69531,26950.78125,20379.125,40816.85156,26049.56836
2608,12601.74512,29104.25195,61094.82031,16820.23047,15029.57422,10432.94336,18715.69141,19053.00977
2609,45200.93359,21975.06836,60812.3125,26074.59961,17366.27734,6116.675781,15641.53418,7063.441406
2610,10532.97266,8867.378906,11182.94434,9305.37207,10273.24023,4975.251953,8111.053711,4609.708496
2611,25712.56641,34790.01172,23010.95313,43180.39844,35274.51953,49796.16016,47660.79688,60694.07422
2612,7229.345703,12684.56445,9866.361328,17273.6582,9313.990234,15268.18555,14457.75098,14808.69629
2613,50546.44531,42858.26172,49448.30859,39624.02344,60195.08594,42956.73047,55995.375,48742.76172
2614,9817.082031,8207.807617,7883.250977,7429.262207,9527.835938,8075.388184,10749.83594,9926.279297
2615,17647.48438,9924.794922,13559.87793,6948.324219,56894.76172,39719,49979.71094,60129.48438
2616,40391.44141,58032.8125,59935.05078,48427.10938,25451.61133,50081.30078,46336.37109,47749.23047
2617,10301.25977,15352.33301,19116.99219,10038.73438,4355.407715,11400.00488,7810.427734,11073.88184
2618,12067.56836,16970.24023,18339.7793,17514.20703,5900.775879,12806.43457,9186.478516,11022.08398
2619,5445.924316,10012.99512,9798.436523,7160.34082,3456.867676,7633.111328,7509.924316,6126.725586
2620,5742.216797,9222.111328,8491.649414,9531.606445,3317.995605,7957.333496,5228.19873,8380.290039
2621,37208.30469,50799.76563,49439.55469,59426.91797,48401.25781,48785.05078,48459.98047,47633.04688
2622,59025.92188,35436.74219,33641.94922,28395.79297,32549.83398,30725.4707,38534.96875,32681.72266
2623,27204.04883,50389.08594,27692.27539,49374.44141,35434.10156,46204.73438,31678.41797,58505.64063
2624,37016.31641,41378.30078,47656.88281,52289.125,43613.28516,58032.16406,40096.41406,54075.24219
2625,32028.95703,53590.94922,37733.57031,57610.51563,46682.16406,39539.91016,55141.83203,48483.74609
2626,6486.649902,11105.37988,8524.819336,9115.723633,9038.735352,6974.831543,10390.79688,7520.780273
2627,26438.13281,34683.70313,33752.14063,57410.64453,33180.67188,38495.14453,39305.91406,34764.88672
2628,57346.08594,54274.94141,52519.60156,47379.5625,47896.55078,37324.22656,42235.64063,37615.60156
2629,57235.28906,55409.39844,32001.65625,50738.02344,29325.5625,47125.32422,55546.1875,43371.3125
2630,5251.510254,4568.160645,2958.972168,4831.551758,2784.532959,5030.464355,4426.992188,5184.024902
2631,27712.32617,38018.96094,30346.08984,39106.90625,20196.91211,55892.14844,51419.50781,56795.20703
2632,32378.97461,55925.42188,25230.80469,56652.07422,19725.87695,52620.88281,23068.14258,36519.9375
2633,3301.443604,5205.365723,3754.24292,5578.487793,2336.187744,3787.321045,2781.201904,3622.464355
2634,41986.74219,42286.96484,50806.92578,35167.23047,56014.69141,25976.29492,35397.92969,26973.14453
2635,54446.31641,23844.13477,55913.75,30774.54102,34608.51563,23038.96484,33785.57813,28441.99805
2636,55602,30469.2832,33728,21345.95117,28649.55664,27782.86133,42473.53906,28323.17773
2637,17843.58203,10347.00391,12802.68848,8510.855469,10143.08789,11356.50586,13442.69824,13884.77051
2638,8088.26709,4769.259277,3419.138916,,2735.179688,4670.09668,6180.531738,3766.053223
2639,30956.91992,24314.36133,18196.39063,34283.48047,55455.75,19748.99805,29515.99219,21869.27344
2640,44578.06641,53761.80078,54563.58203,50798.92188,48084.14063,51456.37109,44984.3125,52589.97656
2641,50549.67188,38176.42188,53968.21484,37484.23438,51141.5625,41149.46875,52046.91797,40893.44922
2642,5151.289551,2360.068848,4934.855469,2330.36792,4114.515137,1924.679565,4261.577637,2301.779785
2643,33037.76563,53685.24219,42682.20703,51782.9375,44714.89453,25607.66016,26164.64453,23512.16406
2644,13253.97949,18702.17773,18030.57422,18007.71289,15628.20898,5885.681152,6658.94043,6890.798828
2645,10246.09863,13037.62793,12788.21094,13316.84668,9661.803711,3993.077148,4001.750977,3770.53833
2646,6232.628418,8553.618164,6510.347656,8266.009766,6047.711426,2820.394531,3430.718506,3278.137939
2647,4409.157227,7850.234863,5872.768555,6813.445313,6273.73584,3500.657471,3250.830322,3207.73877
2648,5993.915039,6065.622559,6142.627441,6197.646973,4743.701172,2406.790039,2311.571045,2301.820801
2649,20280.9707,43356.28125,21318.75391,37760.38281,13060.94336,53311.49219,21826.81836,45577.17969
2650,9521.573242,53258.17188,8621.305664,33828.15234,5284.230469,35234.78906,6615.881348,12495.63867
2651,23247.2793,42392.14063,25345.62305,41659.97656,53147.17188,40956.71875,26047.33789,32749.43164
2652,45243.19922,43548.39453,44933.81641,43650.28125,46860.0625,52664.70703,46132.26953,47837.80469
2653,22332.59961,30915.30859,52095.21875,25649.9043,12724.77051,19644.63086,16192.27344,21179.35938
2654,8269.15332,9875.075195,9911.504883,7994.23877,7108.38623,7043.119629,6105.731934,6658.505859
2655,51782.24609,47375.53125,50516,47482.1875,49324.50391,47847.88281,51421.97656,48658.3125
2656,13165.82129,37514.67969,8871.060547,30410.36133,23144.3457,51756.89453,17396.81641,32048.46289
2657,51228.30469,43042.73438,43355.28516,40407.96484,51531.65234,35804.81641,35911.20313,38495.47266
2658,35940.42578,27745.35547,49034.96094,31490.78516,49718.34375,26434.73047,39979.47266,30814.7207
2659,39302.59766,49649.25391,33950.37891,31069.88477,17134.35352,17092.32422,12521.2207,17676.6543
2660,49619.56641,19175.82031,16616.85352,11696.81055,22108.66406,36914.99219,12450.43262,17224.08008
2661,12262.36719,7349.401855,6045.583496,7030.045898,7108.057129,9469.191406,6303.048828,10684.14355
2662,21152.48047,26205.79883,18025.68359,30486.16211,24711.08594,40521.37891,35328.23438,49440.48047
2663,19448.57031,27617.30469,25254.01758,25410.26953,15286.92773,31846.21094,25396.52344,49335.78906
2664,15472.75488,21751.57227,24977.92969,20733.06445,49324.91797,22809.34961,27434.54492,25351.04297
2665,46072.32813,47740.51563,43529.26563,40875.43359,46099.12891,49299.39453,47890.66016,48245.47266
2666,19304.80859,48403.33594,37429.85156,47777.74219,11335.30469,24653.32031,20093.78906,25512.11133
2667,46838.28125,48190.05859,45005.49609,41120.65234,39523.62891,36638.51172,37272.05078,41629.40625
2668,14309.5498,12708.35742,13526.35059,11669.66992,15725.24219,10302.02832,9086.692383,13285.89355
2669,47775.60156,45754.19141,44620.97656,41089.50391,40056.49219,40073.50391,38206.47266,38469.98438
2670,30242.97461,47563.39453,29499.69727,40642.31641,13685.00977,22659.25,14171.55957,23659.63477
2671,30125.33789,36911.92969,14343.68457,32885.10938,21672.60938,41753.53516,15114.75684,47373.44141
2672,11398.01367,21729.5332,12471.04395,31097.4375,20398.10742,37039.47656,21721.63867,41090.71094
2673,28493.12109,42432.26953,37372.86328,42760.02344,47324.71094,28931.79297,27474.63086,29928.67383
2674,28063.25586,42484.875,19223.74805,46685.78516,6567.328613,21897.58594,11182.83984,11756.96875
2675,32259.02539,46676.16797,31559.26367,30593.80078,12757.16699,14950.18652,10985.92188,15183.15332
2676,11308.2002,19936.02734,15289.0625,17493.74805,9032.488281,11813.73047,9805.714844,10638.66895
2677,11589.4668,18626.93164,11414.2627,11353.99219,4519.024902,6064.904297,4792.813965,5990.559082
2678,8436.813477,10041.94727,7934.86377,8567.628906,2553.222412,3537.015381,2219.600342,3922.692627
2679,31059.43164,30749.31055,26668.87305,31577.93945,24490.4375,46538.23828,31148.46875,45242.98828
2680,23239.55273,26876.32227,19302.63867,31438.93555,25122.93359,44809.57422,38663.29297,45739.89063
2681,41123.05078,36886.46875,41417.02344,37139.45313,36831.15234,40783.03516,45734.96484,44017.28516
2682,24614.46875,20075.81445,20163.62305,21951.79102,16749.06055,23206.94531,25504.54492,24773.23047
